PUBCHEM_OPENEYE_CAN_SMILES	PUBCHEM_COMPOUND_CID	PUBCHEM_IUPAC_INCHIKEY	PUBCHEM_MOLECULAR_FORMULA	PUBCHEM_MOLECULAR_WEIGHT
C1=CC2=C(C(=C1)Cl)NC3=C4C(=C5C(=C23)C(=O)NC5=O)C6=C(N4)C(=CC=C6)Cl	5480817	ZGCSNRKSJLVANE-UHFFFAOYSA-N	C20H9Cl2N3O2	394.211
C1=CC2=C(C(=C1)N3C(=O)C4=C(C3=O)C(=C(C(=C4Cl)Cl)Cl)Cl)N=C(C=C2)C5C(=O)C6=C(C5=O)C(=C(C(=C6Cl)Cl)Cl)Cl	5463973	ZEHOVWPIGREOPO-UHFFFAOYSA-N	C26H6Cl8N2O4	693.944
C1=CC=C2C(=C1)C3=C4C(=C5C6=C(C=C(C=C6)Br)NC5=C3N2)C(=O)NC4=O	5330797	NMFKDDRQSNVETB-UHFFFAOYSA-N	C20H10BrN3O2	404.223
C1=CC=C2C(=C1)C3=C4C(=C5C6=CC=CC=C6NC5=C3N2)C(=O)NC4=O	5327723	KAJXOWFGKYKMMZ-UHFFFAOYSA-N	C20H11N3O2	325.327
C1=CC=C2C(=C1)C3=C4C(=C5C(=C3N2)NC=N5)C(=O)NC4=O	5324595	LBTREMHIJGMYQN-UHFFFAOYSA-N	C15H8N4O2	276.255
C1=CC=C2C(=C1)C(=O)C3=C(N2)C(=CC=C3)N	5007032	JXMIIUZBDWKSBK-UHFFFAOYSA-N	C13H10N2O	210.236
CC1=NC2=C(C=C1)C=CC3=C2N=CC=C3	4913356	LQZDYPHFVGRHKD-UHFFFAOYSA-N	C13H10N2	194.237
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C4=NSN=C4C=C3	3835463	SJPXIVLTCBBWKT-UHFFFAOYSA-N	C14H6N2O2S	266.274
C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-]	3834960	HFHIDKQMGIGARX-UHFFFAOYSA-L	C32H22N6O6S2-2	650.684
C1=CC2=C(C3=C(C=C2)C(=O)C=CN3)N=C1	3735617	IZYBEGHUZQSYII-UHFFFAOYSA-N	C12H8N2O	196.209
CC1CC(CN(C1)C2=CC(=C3C4=C(C5=CC=CC=C5C3=O)ON=C24)NC6=CC=CC=C6C(=O)O)C	3676137	HQQHYDSAYJUPSU-UHFFFAOYSA-N	C28H25N3O4	467.525
C1CC2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C1O2)C7=C53)C(=O)NC6=O	3387354	OTPNDVKVEAIXTI-UHFFFAOYSA-N	C24H15N3O3	393.402
C1CN(CCN1)C2=CC=CC3=C2NC=C3	3069502	XKDAUEWDPSMDGG-UHFFFAOYSA-N	C12H15N3	201.273
CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2	3044368	INDBQLZJXZLFIT-LLVKDONJSA-N	C15H21N3O	259.353
C1=CC=C2C(=C1)C=CC(=C2N=C=O)N=C=O	3033874	ZXHZWRZAWJVPIC-UHFFFAOYSA-N	C12H6N2O2	210.192
CC1CN2C3=C(C=C(C=C3CN1CC=C(C)C)Cl)NC2=S	3010454	RCSLUNOLLUVOOG-UHFFFAOYSA-N	C16H20ClN3S	321.867
CC1CN2C3=C(C=CC(=C3CN1CC=C(C)C)Cl)NC2=S	3010448	ZNFFMCYSMBXZQU-UHFFFAOYSA-N	C16H20ClN3S	321.867
CC(=CCN1CCN2C3=C(C=C(C=C3C1)Cl)NC2=S)C	3001351	WWDDVHKGODLBDC-UHFFFAOYSA-N	C15H18ClN3S	307.84
CC1CN2C3=C(C=CC(=C3CN1CC=C(C)C)F)NC2=S	3000361	BWXJQEVUMJWLQI-NSHDSACASA-N	C16H20FN3S	305.415
CC1CN2C3=C(CN1CC4CC4)C=CC=C3NC2=S	3000349	AKFJHUREZCFDBB-JTQLQIEISA-N	C15H19N3S	273.398
CC1CN2C3=C(CN1CC=C(C)C)C=CC=C3NC2=S	3000236	WTTIBCHOELPGFK-LBPRGKRZSA-N	C16H21N3S	287.425
CCC(=O)NC1=CC=CC2=C1N=CC=C2	2963713	GCXCRDAPSXLMLW-UHFFFAOYSA-N	C12H12N2O	200.241
C1CN2CCC1C(C2)NC(=O)C3=CC(=CC4=C3N=CN4)Cl	1235484	ZSVQUSFCJUITKQ-CYBMUJFWSA-N	C15H17ClN4O	304.778
CC1=CC(=NC2=C1C=CC=C2N)C	1074071	YRONTRGVBHTTPM-UHFFFAOYSA-N	C11H12N2	172.231
C1=CC=C(C(=C1)N)S(=O)(=O)NC2=CC=CC3=C2N=CC=C3	1070159	NIOOKXAMJQVDGB-UHFFFAOYSA-N	C15H13N3O2S	299.348
CC1=C(C2=NSN=C2C=C1)N	960719	HREWQZHLWPVDGL-UHFFFAOYSA-N	C7H7N3S	165.214
C1=CC2=C(C(=C1)NC(=O)C3=CC=C(C=C3)Cl)N=CC=C2	836113	ZGOLNEGJSWABJV-UHFFFAOYSA-N	C16H11ClN2O	282.727
C1=CC=C(C=C1)C(=O)NC2=CC=CC3=C2N=CC=C3	836104	YGICLPNGPGZANM-UHFFFAOYSA-N	C16H12N2O	248.285
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C4=NON=C4C=C3	619491	IRBWFAGWIIHEOF-UHFFFAOYSA-N	C14H6N2O3	250.213
C1=CC2=C(C=CN=C2C(=C1)[N+](=O)[O-])Cl	610440	AOATVJLAFLBGPZ-UHFFFAOYSA-N	C9H5ClN2O2	208.601
C1=CC2=CC(=C3C=CC=NC3=C2N=C1)N	606970	DKPSSMOJHLISJI-UHFFFAOYSA-N	C12H9N3	195.225
C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)[N+](=O)[O-])N	575508	VERRKUAVICFWGH-UHFFFAOYSA-N	C16H12N4O2	292.298
CC1=C2C(=C(C=C(C2=NC=C1)NC(C)CCCN)OC)OC3=CC(=C(C=C3)Cl)Cl	473589	UEFVAUCKVCFRDW-UHFFFAOYSA-N	C22H25Cl2N3O2	434.361
C1CN(CCN1CCCNC2=C3C4=C(C=C2)N=NN4C5=CC=CC=C5C3=O)CCCNC6=C7C8=C(C=C6)N=NN8C9=CC=CC=C9C7=O	472178	BESDYXOPYOAWRZ-UHFFFAOYSA-N	C36H34N10O2	638.736
CC1=C2C(=CC=C1)N(C(=N2)C3=C(C=CC=C3F)F)CC4=CC=CC=C4	468856	OCTGKSHCZVWJBI-UHFFFAOYSA-N	C21H16F2N2	334.37
CN(CCCNC1=C2C3=C(C=C1)N=CN3C4=CC=CC=C4C2=O)CCCNC5=C6C7=C(C=C5)N=CN7C8=CC=CC=C8C6=O	457879	WAZBTRIRFDKNMU-UHFFFAOYSA-N	C35H31N7O2	581.68
CC1=C2C(=C(C=C(C2=NC=C1)NC(C)CCCN)OC)OC3=CC=CC(=C3)C(F)(F)F	456317	NFJRZYIWFZYFNU-UHFFFAOYSA-N	C23H26F3N3O2	433.475
CCCCCCOC(=O)C1(CC2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C7=C53)C1(O2)C)CNC6=O)O	454202	ZHEHVZXPFVXKEY-RUAOOFDTSA-N	C32H31N3O5	537.616
CCN1C2=CC=CC(=C2NC(=O)C3=C1N=CC=C3)C	453273	GSLBQKHXBYDHEM-UHFFFAOYSA-N	C15H15N3O	253.305
CN(C)CCNC1=C2C3=C(C=C1)N=CN3C4=CC=CC=C4C2=O	438569	ZRCXWSWJMWWTFD-UHFFFAOYSA-N	C18H18N4O	306.369
C1=CC2=C(C=CC(=C2N)N)N=C1	426874	NQVVFKIVIFJKLA-UHFFFAOYSA-N	C9H9N3	159.192
C1=CC2=C(C3=C1C=CC(=N3)N)N=C(C=C2)N	355198	JSFTTXHPQDRUCN-UHFFFAOYSA-N	C12H10N4	210.24
C1=CC2=C(C3=C1C=CC(=N3)CBr)N=C(C=C2)CBr	353741	DGDBWGQSYCEWHT-UHFFFAOYSA-N	C14H10Br2N2	366.056
CN(C)CCCN1C2=C3C(=C(C=C2)[N+](=O)[O-])NC4=C(C3=N1)C=C(C=C4)OC.CS(=O)(=O)O	339454	OKVKOKPUEQTYKI-UHFFFAOYSA-N	C20H25N5O6S	463.509
C1=CC=C2C(=C1)C3=CC=CC=C3C4=C2NC(=N4)C5=CC=CC=C5O	332972	USJRSBYEUBALIV-UHFFFAOYSA-N	C21H14N2O	310.356
C1=CC=C(C=C1)CSC2=NC3=C(C4=CC=CC=C4C5=CC=CC=C53)N=N2	332058	VNLBCJYVPMIDDO-UHFFFAOYSA-N	C22H15N3S	353.443
C1=CC2=CN(N=C2C(=C1)[N+](=O)[O-])[N+](=O)[O-]	330841	XHSWVNQODRKABJ-UHFFFAOYSA-N	C7H4N4O4	208.133
C1=CC2=C(C=CC(=C2N=C1)[N+](=O)[O-])Cl	242755	DHRPLGHWWKFRKY-UHFFFAOYSA-N	C9H5ClN2O2	208.601
COC1=C(C2=C(C(=C1)N)N=CC=C2)OC	231558	RDFZQTDLGKFDNB-UHFFFAOYSA-N	C11H12N2O2	204.229
C1=C(C=C2C(=C1[N+](=O)[O-])NC(=O)NC2=O)[N+](=O)[O-]	220706	COWHVSLHGUONGN-UHFFFAOYSA-N	C8H4N4O6	252.142
CC1=C(C=CC2=NC=CN=C12)NC3=NCCN3	185076	QZUXRMOPAGPTIY-UHFFFAOYSA-N	C12H13N5	227.271
C1CC2=C3C(=CC=C2)N(S(=O)(=O)N3C1)CCN4CCC(CC4)CC5=CNC6=C5C=C(C=C6)F	183775	NZUSTSFFNOEAHE-UHFFFAOYSA-N	C25H29FN4O2S	468.591
CN1C=C2C=CC=C(C2=N1)[N+](=O)[O-]	159668	IFVSROJIKNMTNX-UHFFFAOYSA-N	C8H7N3O2	177.163
CC1=NC2=C(C3=C(C=C2N=C1)N=C(N3C)N)C	154686	ZSISUTCDDLFJLH-UHFFFAOYSA-N	C12H13N5	227.271
CS(=O)(=O)NC1=CC=CC2=C1N=CC=C2	151506	XYEPUTZVZYUENX-UHFFFAOYSA-N	C10H10N2O2S	222.262
CCCCCCOC1=C(C=C(C2=NC=CC(=C12)C)NC(C)CCCN)OC	133658	RDIBJGVCLJKGFR-UHFFFAOYSA-N	C22H35N3O2	373.541
CCSCC1=CC2=C(C=C1)N3C4CC(C(O4)(N5C6=C(C=C(C=C6)CSCC)C7=C8CNC(=O)C8=C2C3=C75)C)C(=O)OOC	133005	WMBUVOLZSWTKMP-KQFGJPIXSA-N	C33H33N3O5S2	615.763
CCCNC1CC2=C3C(=CC=C2)NC(=O)N3C1	132955	XTWUNLMHXDDOMD-SNVBAGLBSA-N	C13H17N3O	231.299
CC1CN2C3=C(CN1)C=CC=C3NC2=O	130870	GTNCOIIPIKEYMW-UHFFFAOYSA-N	C11H13N3O	203.245
CC1=CC=CC2=NNN=C12	122499	CMGDVUCDZOBDNL-UHFFFAOYSA-N	C7H7N3	133.154
CC1=C(C(C(=C(N1)C)[N+](=O)[O-])C2=CC=CC3=NON=C32)C(=O)OC(C)C	122292	LYFZEFDZKPJBJK-CQSZACIVSA-N	C17H18N4O5	358.354
CC1=C(C(C(=C(N1)C)[N+](=O)[O-])C2=CC=CC3=NON=C32)C(=O)OC(C)C	122114	LYFZEFDZKPJBJK-AWEZNQCLSA-N	C17H18N4O5	358.354
CC12C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CN(C6=O)C)(C(=O)OC)OC	108152	QTYMDECKVKSGSM-YMUMJAELSA-N	C29H25N3O5	495.535
CN1C2=C(C3=C(C=C2)N=CC=C3)N=C1NO	105079	QYFQSQCBYZOECM-UHFFFAOYSA-N	C11H10N4O	214.228
CC(CCN(C)C)NC1=C2C(=CC(=C1)O)C=CC=N2	101745	BSFODEXXVBBYOC-UHFFFAOYSA-N	C15H21N3O	259.353
CCN(CC)CCN1C(=O)C2=C3C4=C(C(=CC=C4)Cl)NC3=C5C(=C2C1=O)C6=C(N5C7C(C(C(C(O7)CO)OC)O)O)C(=CC=C6)Cl	101524	JSKFWUPVIZYJMR-UDOAKELVSA-N	C33H34Cl2N4O7	669.556
CC1=C(C(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N)[N+](=O)[O-]	96572	RSUBARQODWIKOQ-UHFFFAOYSA-N	C7H6N4O6	242.147
CC1=C(C2=C(C=CC=N2)C=C1)[N+](=O)[O-]	81981	ZZDTVYJYMRSNQL-UHFFFAOYSA-N	C10H8N2O2	188.186
C1=CC2=CC(=CN=C2C(=C1)[N+](=O)[O-])Br	79286	DTXRHWZDVULKEJ-UHFFFAOYSA-N	C9H5BrN2O2	253.055
C1=CC2=C(C3=C1C(=O)C=CN3)NC=CC2=O	77524	SLIBCJURSADKPV-UHFFFAOYSA-N	C12H8N2O2	212.208
CC1=C2C=CC=NC2=C3C(=C1C)C=CC=N3	76357	BRPQDJPJBCQFSR-UHFFFAOYSA-N	C14H12N2	208.264
C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.Cl	73350	QPXDKQBBJCTNOY-UHFFFAOYSA-N	C12H9ClN2	216.668
CCN(CC)CCCCCCNC1=CC(=CC2=C(C=CN=C12)C)OC.Cl.Cl	73340	AFMFKGVIHLNIEO-UHFFFAOYSA-N	C21H35Cl2N3O	416.431
CC(C)NCCCCCNC1=C2C(=CC(=C1)OC)C=CC=N2	21558	VKXQZROIIKPELG-UHFFFAOYSA-N	C18H27N3O	301.434
C1CCC2=C(C1)C=C3C=CC=C(C3=N2)N	18539	MOWGHIVIVXUXBY-UHFFFAOYSA-N	C13H14N2	198.269
C1=CC=C2C(=C1)C=CC(=C2N)N	13648	NTNWKDHZTDQSST-UHFFFAOYSA-N	C10H10N2	158.204
C1=CC=C2C(=C1)C=CC(=C2[N+](=O)[O-])N	11823	JNWGFQCTJCIODS-UHFFFAOYSA-N	C10H8N2O2	188.186
C1=CC=C2C(=C1)C=C3C=CC=C(C3=N2)N	11353	QWAGALBSTFENEE-UHFFFAOYSA-N	C13H10N2	194.237
CC1=C(C(=CC=C1)[N+](=O)[O-])N	11298	FCMRHMPITHLLLA-UHFFFAOYSA-N	C7H8N2O2	152.153
CCN(CC)CCCC(C)NC1=C2C(=CC(=C1)OC)C=CC=N2	10290	QTQWMSOQOSJFBV-UHFFFAOYSA-N	C19H29N3O	315.461
COC1C(OC(C(C1O)O)N2C3=C(C=CC=C3Cl)C4=C5C(=C6C7=C(C(=CC=C7)Cl)NC6=C42)C(=O)NC5=O)CO	5043	QEHOIJJIZXRMAN-UHFFFAOYSA-N	C27H21Cl2N3O7	570.379
CC1=C(C(C(=C(N1)C)[N+](=O)[O-])C2=CC=CC3=NON=C32)C(=O)OC(C)C	5026	LYFZEFDZKPJBJK-UHFFFAOYSA-N	C17H18N4O5	358.354
CN1C2=CC=CC=C2C3=C4C(=C5C6=C(C=CC(=C6)OC)N(C5=C31)CC(CN(C)C)O)C(=O)NC4=O	3500	NYBAPNLYWRMTJL-UHFFFAOYSA-N	C27H26N4O4	470.529
CC1=C2C(C3=C(CC(CC3=O)(C)C)NC2=NN1)C4=CC=CC5=NON=C54	136059002	BNCJGNFYDWVDEN-UHFFFAOYSA-N	C19H19N5O2	349.394
CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCC(CC5)NC(=O)OC	135960720	VZGOJYYBQQYRJE-HSZRJFAPSA-N	C28H31ClN6O4	551.044
C1CCC2(CC1)CC(=NO2)C3=NC4=C(N3)C=C(C=C4C#N)C5=CC=CC=C5C(F)(F)F	135883324	NWJZGZSNAOPVHK-UHFFFAOYSA-N	C23H19F3N4O	424.427
C1CCC2(CC1)CC(=NO2)C3=NC4=C(C=C(C=C4N3)C5=CC=CC=C5C(F)(F)F)CCCO	135883248	GAPVJVYIORQQLN-UHFFFAOYSA-N	C25H26F3N3O2	457.497
CN(C)CCCN1C2=C3C(=C(C=C2)[N+](=O)[O-])NC4=C(C3=N1)C=C(C=C4)O	135665148	CMBDBBXDHWELDZ-UHFFFAOYSA-N	C18H19N5O3	353.382
CC1=CC(=C(C(=C1O)C)N)N=NC2=CC=C(C=C2)S(=O)(=O)NC3=CC=CC=N3	135566900	PJXWUXARDBIOKJ-UHFFFAOYSA-N	C19H19N5O3S	397.453
C1=CC=C(C(=C1)C(F)(F)F)N=NC2=C(C=CC3=CC(=CC(=C32)O)S(=O)(=O)[O-])N.[Na+]	135565106	ZJKLNUHASXGERK-UHFFFAOYSA-M	C17H11F3N3NaO4S	433.337
C1=CC(=CC=C1C2=CC=C(C=C2)N=NC3=C(C4=C(C(=C(C=C4C=C3S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC5=CC=C(C=C5)[N+](=O)[O-])N)O)N=NC6=CC=C(C=C6)O.[Na+].[Na+]	135564713	VLFKFKCRUCJVNE-UHFFFAOYSA-L	C34H22N8Na2O10S2	812.696
CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC4=CC=CC=N4)N5C=CN=C5	135530418	GLTRPHMPCVLOJS-UHFFFAOYSA-N	C22H19N7O	397.442
C1=CC=C(C=C1)N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)C5=CC=C(C=C5)N=NC6=CC=C(C=C6)O)N)O.[Na+].[Na+]	135506439	DDLNJHAAABRHFY-UHFFFAOYSA-L	C34H23N7Na2O8S2	767.699
CCN(CC)CCN1C2=C3C(=C(C=C2)[N+](=O)[O-])NC4=C(C3=N1)C=C(C=C4)O	135503715	HAXPOSMAEGCKJS-UHFFFAOYSA-N	C19H21N5O3	367.409
C1=CC=C(C=C1)N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)N)N)O.[Na+].[Na+]	135482787	VGCGYVHOTSGFBE-UHFFFAOYSA-L	C22H16N6Na2O7S2	586.505
CN(C)CC1CC2=C(C=CC3=C2N4CC(CNC4=N3)CN(C)C)OC1	135481189	FIPRRHYNEZXZGC-UHFFFAOYSA-N	C19H29N5O	343.475
CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C	134694830	NZCRJKRKKOLAOJ-VALHXJDASA-N	C43H51N3O11	785.891
CC(C)C(C(=O)N1C[Si](CC1C2=NC3=C(N2)C=CC4=C3C=CC(=C4)C5=CC=C(C=C5)C6=CN=C(N6)C7CCCN7C(=O)C(C8CCCC8)NC(=O)OC)(C)C)NC(=O)OC	123497314	JDQXJFYWUGXMEJ-ZQWQDMLBSA-N	C45H56N8O6Si	833.078
CC(C)C(C(=O)N1C[Si](CC1C2=NC3=C(N2)C=CC4=C3C=CC(=C4)C5=CC=C(C=C5)C6=CN=C(N6)C7CCCN7C(=O)C(C8CC8)NC(=O)OC)(C)C)NC(=O)OC	123286174	BNWNJKSBNFZUAA-ZYADHFCISA-N	C43H52N8O6Si	805.024
CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C	122172959	NZCRJKRKKOLAOJ-DARLAWSKSA-N	C43H51N3O11	785.891
C1=CN=CC2=CC3=CN=C(N=C3C(=C21)N)N	118988439	PQAQQDCVZZTPPJ-UHFFFAOYSA-N	C11H9N5	211.228
COC1=C(C=C2C(=C1)C=NC=C2CC3=NC4=C(C=CC=C4NS(=O)(=O)N)C=C3)OC	118135012	PQQKXOQQENHOAM-UHFFFAOYSA-N	C21H20N4O4S	424.475
CC1=CC2=C(C=CC(=C2NC1=O)NC3CCNCC3OCC4CCS(=O)(=O)CC4)C5=CC(=CN=C5)C	91826679	KXXIBIBXJMYWNL-ILBGXUMGSA-N	C27H34N4O4S	510.653
COCC1=NC=C(C2=CC(=C(C=C21)OC)OC)CC3=NC4=C(C=CC=C4NS(=O)(=O)N)C=C3	91801201	GUKXZAZGIQAWON-UHFFFAOYSA-N	C23H24N4O5S	468.528
CCCCCN1C2=CC=CC(=C2N=C1N)C	90647157	BWGFTWWXYOBSIL-UHFFFAOYSA-N	C13H19N3	217.316
CCN1C=C2C=C(C=C(C2=N1)N3C=CC=N3)NC4=C(N=NC(=N4)NC5CCCCC5N)C(=O)N	90308762	QCWNUYMBKSPVRQ-JKSUJKDBSA-N	C22H27N11O	461.534
CC(C)(C)N1C=C2C=C(C=C(C2=N1)N3C=CC=N3)NC4=C(N=NC(=N4)NC5CCCCC5N)C(=O)N	90308683	YJQABQRAPNABNH-DLBZAZTESA-N	C24H31N11O	489.588
CC1=C(C=CC=C1Cl)NC(=O)C2=CC(=CC3=C2N=C(N3)N4CCCC4)NC(=O)C5=CC=CC=C5C(F)(F)F	90243704	QWBVDUUFQQRGFB-UHFFFAOYSA-N	C27H23ClF3N5O2	541.959
CC1=C(C=CC=C1Cl)NC(=O)C2=CC(=CC3=C2N=C(N3)NCCOC(C)C)NC(=O)C4=C(C=CC(=C4)Cl)Cl	90229566	JJZUILCGRJYUQV-UHFFFAOYSA-N	C27H26Cl3N5O3	574.887
CC1=C(C=CC=C1Cl)NC(=O)C2=CC(=CC3=C2N=C(N3)NCCOC(C)(C)C)NC(=O)C4=CC=CC=C4C(F)(F)F	90229529	SNMCXRNUUWFLJD-UHFFFAOYSA-N	C29H29ClF3N5O3	588.028
CC1=C(C=CC=C1Cl)NC(=O)C2=CC(=CC3=C2N=C(N3)C(C)(C)C)NC(=O)C4=CC=CC=C4C(F)(F)F	90229480	VQQKBMITWIJEMD-UHFFFAOYSA-N	C27H24ClF3N4O2	528.96
CCCC(C)(C)C1=NC2=C(N1)C=C(C=C2C(=O)NC3=C(C(=CC=C3)Cl)C)NC(=O)C4=CC=CC=C4C(F)(F)F	90229433	ARYXBUFLZNOITO-UHFFFAOYSA-N	C29H28ClF3N4O2	557.014
CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC3=C2N=C(N3)CCOC)NC(=O)C4=C(C=CC(=C4)Cl)Cl)Cl	90229412	MCJYAUOFTBWRPP-UHFFFAOYSA-N	C25H21Cl3N4O3	531.818
CC1=C(C=CC=C1Cl)NC(=O)C2=CC(=CC3=C2N=C(N3)C4CC4)NC(=O)C5=C(C=CC(=C5)Cl)Cl	90229295	MYZQIIXFEXVKPT-UHFFFAOYSA-N	C25H19Cl3N4O2	513.803
CC1=C(C=CC=C1Cl)NC(=O)C2=CC(=CC3=C2N=C(N3)NCC(C)(C)C)NC(=O)C4=CC=CC=C4C(F)(F)F	90229245	YRLKAKBQUUZSBL-UHFFFAOYSA-N	C28H27ClF3N5O2	558.002
CC1=NC=C(C2=CC(=C(C=C12)OC)OC)CC3=NC4=C(C=CC=C4NS(=O)(=O)N)C=C3	90117658	ZKTNDXQPFBNCJY-UHFFFAOYSA-N	C22H22N4O4S	438.502
CC1CCC2CNC(=O)C3=C2NC(=C3)C4=C5C(=CC=C4)N=C(C(=N5)NC1)C	90058906	TUMIEGHWQWSXPG-AAEUAGOBSA-N	C21H23N5O	361.449
CC1CCC2CNC(=O)C3=C2NC(=C3)C4=C5C(=CC=C4)N=C(C(=N5)NC1)C	90058905	TUMIEGHWQWSXPG-YPMHNXCESA-N	C21H23N5O	361.449
CC1CCCC2CNC(=O)C3=C2NC(=C3)C4=C5C(=CC=C4)N=C(C(=N5)N1)C	90058814	ISSQSUGBRMTNBJ-YPMHNXCESA-N	C21H23N5O	361.449
CC1=NC2=CC=CC3=C2N=C1NCC=CCC4CNC(=O)C5=C4NC3=C5	90058791	SMKDKOFQQMLFPP-DLGQBQFBSA-N	C20H19N5O	345.406
CC1C=CCC2CNC(=O)C3=C2NC(=C3)C4=C5C(=CC=C4)N=C(C(=N5)N1)C	90058690	DDQXBYGNFGPJRL-QIPCVNDGSA-N	C21H21N5O	359.433
CC1=NC2=CC=CC3=C2N=C1NCCCCC4CNC(=O)C5=C4NC3=C5	90058683	MLAWVMHISKOVHW-LBPRGKRZSA-N	C20H21N5O	347.422
CC1C=CCC2CNC(=O)C3=C2NC(=C3)C4=C5C(=CC=C4)N=C(C(=N5)N1)C	90058679	DDQXBYGNFGPJRL-JZLDWQBISA-N	C21H21N5O	359.433
CC1=NC2=CC=CC3=C2N=C1NCC=CCC4CNC(=O)C5=C4NC3=C5	90058676	SMKDKOFQQMLFPP-JDGPPOGSSA-N	C20H19N5O	345.406
CC1=NC2=CC=CC3=C2N=C1NCCCCC4CNC(=O)C5=C4NC3=C5	90058675	MLAWVMHISKOVHW-GFCCVEGCSA-N	C20H21N5O	347.422
CC1=CCC2CNC(=O)C3=C2NC(=C3)C4=C5C(=CC=C4)N=C(C(=N5)NC1)C	90058666	ASZCABSVZBJTKA-VKUYVZBCSA-N	C21H21N5O	359.433
CC1C2=C(C=C(N2)C3=C4C(=CC=C3)N=C(C(=N4)NC5CCCC(C5)NCC(F)(F)F)C)C(=O)N1	89794036	AKSPXUYBVOVPHA-YUELXQCFSA-N	C24H27F3N6O	472.516
CC1=NC2=CC=CC(=C2N=C1NC3CC(C3)NCCS(=O)(=O)C)C4=CC5=C(N4)CCNC5=O	89793973	ACVSVHBGMBCOLQ-UHFFFAOYSA-N	C23H28N6O3S	468.576
CC1C2=C(C=C(N2)C3=C4C(=CC=C3)N=C(C(=N4)NC5CCCC(C5)NC(=O)C(CO)N)C)C(=O)N1	89793922	SGCVXQAEURWEAZ-MJXUCMMTSA-N	C25H31N7O3	477.569
CC1=NC2=CC=CC(=C2N=C1NC3CC(C3)N)C4=CC5=C(N4)CCNC5=O	89793844	WRMDZFXPBIHCOL-UHFFFAOYSA-N	C20H22N6O	362.437
CC1C2=C(C=C(N2)C3=C(C=CC4=C3N=C(C(=N4)C)NC5(CC5)C)F)C(=O)N1	89793718	HNGYLMVBNQDLKS-SECBINFHSA-N	C20H20FN5O	365.412
CC1=NC2=CC=CC(=C2N=C1NC3CC3)C4=CC5=C(N4)CNC5=O	89793701	ZTBXPWKLMHSULU-UHFFFAOYSA-N	C18H17N5O	319.368
CC1(CCCN1C2=NC3=C(C=CC=C3N=C2)C4=CC5=C(N4)CCNC5=O)C	89793690	JYNVODGAIHNSGN-UHFFFAOYSA-N	C21H23N5O	361.449
CC1=NC2=CC=CC(=C2N=C1NC3CCCNC3)C4=CC5=C(N4)CCNC5=O	89793647	FAUDAQJUMHDILO-CYBMUJFWSA-N	C21H24N6O	376.464
CC1=NC2=CC=CC(=C2N=C1NCC(C)C)C3=CC4=C(N3)CCNC4=O	89793629	NYYSUURQWPBBLY-UHFFFAOYSA-N	C20H23N5O	349.438
CC1=NC2=CC=CC(=C2N=C1NC3CCC(C3)N)C4=CC5=C(N4)CCNC5=O	89784559	FARRIJSECFVEQS-QWHCGFSZSA-N	C21H24N6O	376.464
CCC(C)(C)NC1=NC2=C(C=CC(=C2C3=CC4=C(N3)CCNC4=O)F)N=C1C	89784341	HVHOUFFQELRRFO-UHFFFAOYSA-N	C21H24FN5O	381.455
CC1=NC2=CC=CC(=C2N=C1NC3(CCCC3)C)C4=CC5=C(N4)CCNC5=O	89784204	UXRRXGUVXSSVLD-UHFFFAOYSA-N	C22H25N5O	375.476
CC1=NC2=CC=CC(=C2N=C1NC(C)(C)C)C3=CC4=C(N3)C(NC4=O)CCO	89784087	JKCKHRWRMSOFHW-UHFFFAOYSA-N	C21H25N5O2	379.464
