PUBCHEM_OPENEYE_CAN_SMILES	PUBCHEM_COMPOUND_CID	PUBCHEM_IUPAC_INCHI	PUBCHEM_MOLECULAR_WEIGHT
CC(=C)CCOC1=C(C=CC=C1F)C(=O)O	114469985	InChI=1S/C12H13FO3/c1-8(2)6-7-16-11-9(12(14)15)4-3-5-10(11)13/h3-5H,1,6-7H2,2H3,(H,14,15)	224.231
CC1=CC(=C(C=C1)C(=O)O)OCCC(=C)C	114470009	InChI=1S/C13H16O3/c1-9(2)6-7-16-12-8-10(3)4-5-11(12)13(14)15/h4-5,8H,1,6-7H2,2-3H3,(H,14,15)	220.268
CC(=C)CCOC1=CC=CC=C1C(=O)O	114470012	InChI=1S/C12H14O3/c1-9(2)7-8-15-11-6-4-3-5-10(11)12(13)14/h3-6H,1,7-8H2,2H3,(H,13,14)	206.241
CC1=CC(=C(C=C1)OCCC(=C)C)C(=O)O	114470030	InChI=1S/C13H16O3/c1-9(2)6-7-16-12-5-4-10(3)8-11(12)13(14)15/h4-5,8H,1,6-7H2,2-3H3,(H,14,15)	220.268
CC(=C)CCOC1=C(C(=CC=C1)F)C(=O)O	114470970	InChI=1S/C12H13FO3/c1-8(2)6-7-16-10-5-3-4-9(13)11(10)12(14)15/h3-5H,1,6-7H2,2H3,(H,14,15)	224.231
CC(=C)CCOC1=C(C=C(C=C1)F)C(=O)O	114470981	InChI=1S/C12H13FO3/c1-8(2)5-6-16-11-4-3-9(13)7-10(11)12(14)15/h3-4,7H,1,5-6H2,2H3,(H,14,15)	224.231
CC(=C)CCOCCCOC1=CC=CC=C1C(=O)O	114470996	InChI=1S/C15H20O4/c1-12(2)8-11-18-9-5-10-19-14-7-4-3-6-13(14)15(16)17/h3-4,6-7H,1,5,8-11H2,2H3,(H,16,17)	264.321
CC1=CC=CC(=C1OCCC(=C)C)C(=O)O	114471312	InChI=1S/C13H16O3/c1-9(2)7-8-16-12-10(3)5-4-6-11(12)13(14)15/h4-6H,1,7-8H2,2-3H3,(H,14,15)	220.268
CC(=C)CCOC1=C(C=C(C=C1)OC)C(=O)O	114471317	InChI=1S/C13H16O4/c1-9(2)6-7-17-12-5-4-10(16-3)8-11(12)13(14)15/h4-5,8H,1,6-7H2,2-3H3,(H,14,15)	236.267
CC(=C)CCOC1=C(C=C(C=C1)I)C(=O)O	114471328	InChI=1S/C12H13IO3/c1-8(2)5-6-16-11-4-3-9(13)7-10(11)12(14)15/h3-4,7H,1,5-6H2,2H3,(H,14,15)	332.137
CC(C)C(C)(COC1=CC=CC=C1C(=O)O)O	114491292	InChI=1S/C13H18O4/c1-9(2)13(3,16)8-17-11-7-5-4-6-10(11)12(14)15/h4-7,9,16H,8H2,1-3H3,(H,14,15)	238.283
CCC(CC)(COC1=CC=CC=C1C(=O)O)O	114491293	InChI=1S/C13H18O4/c1-3-13(16,4-2)9-17-11-8-6-5-7-10(11)12(14)15/h5-8,16H,3-4,9H2,1-2H3,(H,14,15)	238.283
CCC(C)(COC1=CC=CC=C1C(=O)O)O	114491294	InChI=1S/C12H16O4/c1-3-12(2,15)8-16-10-7-5-4-6-9(10)11(13)14/h4-7,15H,3,8H2,1-2H3,(H,13,14)	224.256
CCC(C)(COC1=C(C=CC=C1C)C(=O)O)O	114491301	InChI=1S/C13H18O4/c1-4-13(3,16)8-17-11-9(2)6-5-7-10(11)12(14)15/h5-7,16H,4,8H2,1-3H3,(H,14,15)	238.283
CCC(CC)(COC1=C(C=C(C=C1)F)C(=O)O)O	114491358	InChI=1S/C13H17FO4/c1-3-13(17,4-2)8-18-11-6-5-9(14)7-10(11)12(15)16/h5-7,17H,3-4,8H2,1-2H3,(H,15,16)	256.273
CCC(C)(COC1=C(C=C(C=C1)F)C(=O)O)O	114491359	InChI=1S/C12H15FO4/c1-3-12(2,16)7-17-10-5-4-8(13)6-9(10)11(14)15/h4-6,16H,3,7H2,1-2H3,(H,14,15)	242.246
CCC(CC)(COC1=C(C=C(C=C1)I)C(=O)O)O	114491362	InChI=1S/C13H17IO4/c1-3-13(17,4-2)8-18-11-6-5-9(14)7-10(11)12(15)16/h5-7,17H,3-4,8H2,1-2H3,(H,15,16)	364.179
CCC(C)(COC1=C(C=C(C=C1)I)C(=O)O)O	114491363	InChI=1S/C12H15IO4/c1-3-12(2,16)7-17-10-5-4-8(13)6-9(10)11(14)15/h4-6,16H,3,7H2,1-2H3,(H,14,15)	350.152
CCC(CC)(COC1=C(C=CC=C1F)C(=O)O)O	114494100	InChI=1S/C13H17FO4/c1-3-13(17,4-2)8-18-11-9(12(15)16)6-5-7-10(11)14/h5-7,17H,3-4,8H2,1-2H3,(H,15,16)	256.273
CCC(C)(COC1=C(C=CC=C1F)C(=O)O)O	114494102	InChI=1S/C12H15FO4/c1-3-12(2,16)7-17-10-8(11(14)15)5-4-6-9(10)13/h4-6,16H,3,7H2,1-2H3,(H,14,15)	242.246
CC1=CC(=C(C=C1)C(=O)O)OC2CCCC=C2	114619549	InChI=1S/C14H16O3/c1-10-7-8-12(14(15)16)13(9-10)17-11-5-3-2-4-6-11/h3,5,7-9,11H,2,4,6H2,1H3,(H,15,16)	232.279
CC1=CC(=C(C=C1)OC2CCCC=C2)C(=O)O	114619551	InChI=1S/C14H16O3/c1-10-7-8-13(12(9-10)14(15)16)17-11-5-3-2-4-6-11/h3,5,7-9,11H,2,4,6H2,1H3,(H,15,16)	232.279
C1CC=CC(C1)OC2=C(C=C(C=C2)F)C(=O)O	114619565	InChI=1S/C13H13FO3/c14-9-6-7-12(11(8-9)13(15)16)17-10-4-2-1-3-5-10/h2,4,6-8,10H,1,3,5H2,(H,15,16)	236.242
C1CC=CC(C1)OC2=C(C=C(C=C2)I)C(=O)O	114619567	InChI=1S/C13H13IO3/c14-9-6-7-12(11(8-9)13(15)16)17-10-4-2-1-3-5-10/h2,4,6-8,10H,1,3,5H2,(H,15,16)	344.148
CC1(CC(C(O1)(C)C)OC2=CC=CC=C2C(=O)O)C	114621005	InChI=1S/C15H20O4/c1-14(2)9-12(15(3,4)19-14)18-11-8-6-5-7-10(11)13(16)17/h5-8,12H,9H2,1-4H3,(H,16,17)	264.321
C1=CC(=C(C(=C1)F)COC2=C(C=C(C=C2)F)C(=O)O)F	114929979	InChI=1S/C14H9F3O3/c15-8-4-5-13(9(6-8)14(18)19)20-7-10-11(16)2-1-3-12(10)17/h1-6H,7H2,(H,18,19)	282.218
C1=CC=C(C(=C1)C(=O)O)OCC(=CCl)Cl	115277739	InChI=1S/C10H8Cl2O3/c11-5-7(12)6-15-9-4-2-1-3-8(9)10(13)14/h1-5H,6H2,(H,13,14)/b7-5-	247.071
CCOC1=CC=CC=C1COC2=C(C=C(C=C2)I)C(=O)O	115279724	InChI=1S/C16H15IO4/c1-2-20-14-6-4-3-5-11(14)10-21-15-8-7-12(17)9-13(15)16(18)19/h3-9H,2,10H2,1H3,(H,18,19)	398.196
COC1=C(C=C(C=C1)F)COC2=C(C=C(C=C2)I)C(=O)O	115279725	InChI=1S/C15H12FIO4/c1-20-13-4-2-10(16)6-9(13)8-21-14-5-3-11(17)7-12(14)15(18)19/h2-7H,8H2,1H3,(H,18,19)	402.16
COC1=CC=CC=C1COC2=C(C=C(C=C2)I)C(=O)O	115279727	InChI=1S/C15H13IO4/c1-19-13-5-3-2-4-10(13)9-20-14-7-6-11(16)8-12(14)15(17)18/h2-8H,9H2,1H3,(H,17,18)	384.169
CC(=C)COC1=C(C=C(C=C1)F)C(=O)O	115297803	InChI=1S/C11H11FO3/c1-7(2)6-15-10-4-3-8(12)5-9(10)11(13)14/h3-5H,1,6H2,2H3,(H,13,14)	210.204
C1=CC=C(C=C1)OCCCOC2=C(C=C(C=C2)F)C(=O)O	115297806	InChI=1S/C16H15FO4/c17-12-7-8-15(14(11-12)16(18)19)21-10-4-9-20-13-5-2-1-3-6-13/h1-3,5-8,11H,4,9-10H2,(H,18,19)	290.29
CCCC(C)COC1=C(C=C(C=C1)F)C(=O)O	115297813	InChI=1S/C13H17FO3/c1-3-4-9(2)8-17-12-6-5-10(14)7-11(12)13(15)16/h5-7,9H,3-4,8H2,1-2H3,(H,15,16)	240.274
CC(COC1=C(C=C(C=C1)F)C(=O)O)O	115297816	InChI=1S/C10H11FO4/c1-6(12)5-15-9-3-2-7(11)4-8(9)10(13)14/h2-4,6,12H,5H2,1H3,(H,13,14)	214.192
C#CCCOC1=C(C=C(C=C1)F)C(=O)O	115297829	InChI=1S/C11H9FO3/c1-2-3-6-15-10-5-4-8(12)7-9(10)11(13)14/h1,4-5,7H,3,6H2,(H,13,14)	208.188
CC(C)(CCOC1=C(C=C(C=C1)F)C(=O)O)O	115297832	InChI=1S/C12H15FO4/c1-12(2,16)5-6-17-10-4-3-8(13)7-9(10)11(14)15/h3-4,7,16H,5-6H2,1-2H3,(H,14,15)	242.246
C1=CC(=C(C=C1F)C(=O)O)OCCCOCC(F)(F)F	115297833	InChI=1S/C12H12F4O4/c13-8-2-3-10(9(6-8)11(17)18)20-5-1-4-19-7-12(14,15)16/h2-3,6H,1,4-5,7H2,(H,17,18)	296.218
CCCCCCCCCCOC1=C(C=C(C=C1)F)C(=O)O	115297838	InChI=1S/C17H25FO3/c1-2-3-4-5-6-7-8-9-12-21-16-11-10-14(18)13-15(16)17(19)20/h10-11,13H,2-9,12H2,1H3,(H,19,20)	296.382
CCC(=C)COC1=C(C=C(C=C1)F)C(=O)O	115297857	InChI=1S/C12H13FO3/c1-3-8(2)7-16-11-5-4-9(13)6-10(11)12(14)15/h4-6H,2-3,7H2,1H3,(H,14,15)	224.231
C1=CC(=C(C=C1F)F)COC2=C(C=C(C=C2)F)C(=O)O	115297864	InChI=1S/C14H9F3O3/c15-9-3-4-13(11(5-9)14(18)19)20-7-8-1-2-10(16)6-12(8)17/h1-6H,7H2,(H,18,19)	282.218
CCC(COC1=C(C=C(C=C1)F)C(=O)O)O	115297867	InChI=1S/C11H13FO4/c1-2-8(13)6-16-10-4-3-7(12)5-9(10)11(14)15/h3-5,8,13H,2,6H2,1H3,(H,14,15)	228.219
CC#CCOC1=C(C=C(C=C1)F)C(=O)O	115297884	InChI=1S/C11H9FO3/c1-2-3-6-15-10-5-4-8(12)7-9(10)11(13)14/h4-5,7H,6H2,1H3,(H,13,14)	208.188
CC1=CC=CC=C1OCCOC2=C(C=C(C=C2)F)C(=O)O	115297885	InChI=1S/C16H15FO4/c1-11-4-2-3-5-14(11)20-8-9-21-15-7-6-12(17)10-13(15)16(18)19/h2-7,10H,8-9H2,1H3,(H,18,19)	290.29
C1=CC(=C(C=C1F)C(=O)O)OCCCCCO	115297887	InChI=1S/C12H15FO4/c13-9-4-5-11(10(8-9)12(15)16)17-7-3-1-2-6-14/h4-5,8,14H,1-3,6-7H2,(H,15,16)	242.246
COC1=C(C=C(C=C1)F)COC2=C(C=C(C=C2)F)C(=O)O	115297909	InChI=1S/C15H12F2O4/c1-20-13-4-2-10(16)6-9(13)8-21-14-5-3-11(17)7-12(14)15(18)19/h2-7H,8H2,1H3,(H,18,19)	294.254
CCCCCCCCCOC1=C(C=C(C=C1)F)C(=O)O	115297915	InChI=1S/C16H23FO3/c1-2-3-4-5-6-7-8-11-20-15-10-9-13(17)12-14(15)16(18)19/h9-10,12H,2-8,11H2,1H3,(H,18,19)	282.355
CCC(CC)OC1=C(C=C(C=C1)F)C(=O)O	115297916	InChI=1S/C12H15FO3/c1-3-9(4-2)16-11-6-5-8(13)7-10(11)12(14)15/h5-7,9H,3-4H2,1-2H3,(H,14,15)	226.247
C1=CC(=C(C=C1F)C(=O)O)OCCOCCO	115297925	InChI=1S/C11H13FO5/c12-8-1-2-10(9(7-8)11(14)15)17-6-5-16-4-3-13/h1-2,7,13H,3-6H2,(H,14,15)	244.218
COC1=CC=CC=C1COC2=C(C=C(C=C2)F)C(=O)O	115297926	InChI=1S/C15H13FO4/c1-19-13-5-3-2-4-10(13)9-20-14-7-6-11(16)8-12(14)15(17)18/h2-8H,9H2,1H3,(H,17,18)	276.263
C1=CC(=CC(=C1)F)COC2=C(C=C(C=C2)F)C(=O)O	115297927	InChI=1S/C14H10F2O3/c15-10-3-1-2-9(6-10)8-19-13-5-4-11(16)7-12(13)14(17)18/h1-7H,8H2,(H,17,18)	264.228
COCC(COC1=C(C=C(C=C1)F)C(=O)O)O	115297942	InChI=1S/C11H13FO5/c1-16-5-8(13)6-17-10-3-2-7(12)4-9(10)11(14)15/h2-4,8,13H,5-6H2,1H3,(H,14,15)	244.218
C=C(COC1=C(C=C(C=C1)F)C(=O)O)Br	115297950	InChI=1S/C10H8BrFO3/c1-6(11)5-15-9-3-2-7(12)4-8(9)10(13)14/h2-4H,1,5H2,(H,13,14)	275.073
C1=CC(=C(C(=C1)F)F)COC2=C(C=C(C=C2)F)C(=O)O	115297960	InChI=1S/C14H9F3O3/c15-9-4-5-12(10(6-9)14(18)19)20-7-8-2-1-3-11(16)13(8)17/h1-6H,7H2,(H,18,19)	282.218
CC(C)OCC(COC1=C(C=C(C=C1)F)C(=O)O)O	115297962	InChI=1S/C13H17FO5/c1-8(2)18-6-10(15)7-19-12-4-3-9(14)5-11(12)13(16)17/h3-5,8,10,15H,6-7H2,1-2H3,(H,16,17)	272.272
CC(=CCOC1=C(C=C(C=C1)F)C(=O)O)C	115297963	InChI=1S/C12H13FO3/c1-8(2)5-6-16-11-4-3-9(13)7-10(11)12(14)15/h3-5,7H,6H2,1-2H3,(H,14,15)	224.231
CCC(C)COC1=C(C=C(C=C1)F)C(=O)O	115297970	InChI=1S/C12H15FO3/c1-3-8(2)7-16-11-5-4-9(13)6-10(11)12(14)15/h4-6,8H,3,7H2,1-2H3,(H,14,15)	226.247
CCOCCCOC1=C(C=C(C=C1)F)C(=O)O	115297979	InChI=1S/C12H15FO4/c1-2-16-6-3-7-17-11-5-4-9(13)8-10(11)12(14)15/h4-5,8H,2-3,6-7H2,1H3,(H,14,15)	242.246
CCOC1=CC=CC=C1COC2=C(C=C(C=C2)F)C(=O)O	115297990	InChI=1S/C16H15FO4/c1-2-20-14-6-4-3-5-11(14)10-21-15-8-7-12(17)9-13(15)16(18)19/h3-9H,2,10H2,1H3,(H,18,19)	290.29
C1=CC(=C(C=C1F)C(=O)O)OCCC(F)(F)F	115298000	InChI=1S/C10H8F4O3/c11-6-1-2-8(7(5-6)9(15)16)17-4-3-10(12,13)14/h1-2,5H,3-4H2,(H,15,16)	252.165
C1=CC(=C(C=C1F)C(=O)O)OCC2=C(C=CC(=C2)F)F	115298029	InChI=1S/C14H9F3O3/c15-9-1-3-12(17)8(5-9)7-20-13-4-2-10(16)6-11(13)14(18)19/h1-6H,7H2,(H,18,19)	282.218
CC(C)(COC1=C(C=C(C=C1)F)C(=O)O)O	115298053	InChI=1S/C11H13FO4/c1-11(2,15)6-16-9-4-3-7(12)5-8(9)10(13)14/h3-5,15H,6H2,1-2H3,(H,13,14)	228.219
CC(C=C)OC1=C(C=C(C=C1)F)C(=O)O	115298078	InChI=1S/C11H11FO3/c1-3-7(2)15-10-5-4-8(12)6-9(10)11(13)14/h3-7H,1H2,2H3,(H,13,14)	210.204
C=C(COC1=C(C=C(C=C1)F)C(=O)O)Cl	115298083	InChI=1S/C10H8ClFO3/c1-6(11)5-15-9-3-2-7(12)4-8(9)10(13)14/h2-4H,1,5H2,(H,13,14)	230.619
C1=CC(=C(C=C1F)C(=O)O)OCCCCO	115298091	InChI=1S/C11H13FO4/c12-8-3-4-10(9(7-8)11(14)15)16-6-2-1-5-13/h3-4,7,13H,1-2,5-6H2,(H,14,15)	228.219
C1CC1CCOC2=C(C=C(C=C2)F)C(=O)O	115298094	InChI=1S/C12H13FO3/c13-9-3-4-11(10(7-9)12(14)15)16-6-5-8-1-2-8/h3-4,7-8H,1-2,5-6H2,(H,14,15)	224.231
CC(C(C)OC1=C(C=C(C=C1)F)C(=O)O)O	115298096	InChI=1S/C11H13FO4/c1-6(13)7(2)16-10-4-3-8(12)5-9(10)11(14)15/h3-7,13H,1-2H3,(H,14,15)	228.219
C1=CC(=C(C=C1F)C(=O)O)OCCCF	115298103	InChI=1S/C10H10F2O3/c11-4-1-5-15-9-3-2-7(12)6-8(9)10(13)14/h2-3,6H,1,4-5H2,(H,13,14)	216.184
C1=CC=C(C(=C1)C(=O)O)OCCCC(F)(F)F	115513017	InChI=1S/C11H11F3O3/c12-11(13,14)6-3-7-17-9-5-2-1-4-8(9)10(15)16/h1-2,4-5H,3,6-7H2,(H,15,16)	248.201
CC1=CC=CC(=C1OCCCC(F)(F)F)C(=O)O	115513020	InChI=1S/C12H13F3O3/c1-8-4-2-5-9(11(16)17)10(8)18-7-3-6-12(13,14)15/h2,4-5H,3,6-7H2,1H3,(H,16,17)	262.228
C1=CC(=C(C=C1F)C(=O)O)OCCCC(F)(F)F	115513037	InChI=1S/C11H10F4O3/c12-7-2-3-9(8(6-7)10(16)17)18-5-1-4-11(13,14)15/h2-3,6H,1,4-5H2,(H,16,17)	266.192
C1=CC=C(C(=C1)C(=O)O)OCCOCC(C(F)(F)F)(F)F	115674246	InChI=1S/C12H11F5O4/c13-11(14,12(15,16)17)7-20-5-6-21-9-4-2-1-3-8(9)10(18)19/h1-4H,5-7H2,(H,18,19)	314.208
CC(C)(C)OCCOCCOC1=CC=CC=C1C(=O)O	115941763	InChI=1S/C15H22O5/c1-15(2,3)20-11-9-18-8-10-19-13-7-5-4-6-12(13)14(16)17/h4-7H,8-11H2,1-3H3,(H,16,17)	282.336
CC(C)(C)OCCOCCCOC1=CC=CC=C1C(=O)O	115942971	InChI=1S/C16H24O5/c1-16(2,3)21-12-11-19-9-6-10-20-14-8-5-4-7-13(14)15(17)18/h4-5,7-8H,6,9-12H2,1-3H3,(H,17,18)	296.363
CCOC(=O)CCCCCOC1=C(C=CC=C1C)C(=O)O	115955827	InChI=1S/C16H22O5/c1-3-20-14(17)10-5-4-6-11-21-15-12(2)8-7-9-13(15)16(18)19/h7-9H,3-6,10-11H2,1-2H3,(H,18,19)	294.347
CCCCCCCCCOC1=C(C=CC=C1F)C(=O)O	115955972	InChI=1S/C16H23FO3/c1-2-3-4-5-6-7-8-12-20-15-13(16(18)19)10-9-11-14(15)17/h9-11H,2-8,12H2,1H3,(H,18,19)	282.355
C1=CC(=C(C(=C1)F)OCCCOCC(F)(F)F)C(=O)O	115956024	InChI=1S/C12H12F4O4/c13-9-4-1-3-8(11(17)18)10(9)20-6-2-5-19-7-12(14,15)16/h1,3-4H,2,5-7H2,(H,17,18)	296.218
COC1=CC=CC=C1COC2=C(C=CC=C2F)C(=O)O	115956035	InChI=1S/C15H13FO4/c1-19-13-8-3-2-5-10(13)9-20-14-11(15(17)18)6-4-7-12(14)16/h2-8H,9H2,1H3,(H,17,18)	276.263
C1=CC=C(C=C1)OCCCOC2=C(C=CC=C2F)C(=O)O	115956073	InChI=1S/C16H15FO4/c17-14-9-4-8-13(16(18)19)15(14)21-11-5-10-20-12-6-2-1-3-7-12/h1-4,6-9H,5,10-11H2,(H,18,19)	290.29
CCOC(=O)CCCCCOC1=C(C=CC=C1F)C(=O)O	115956074	InChI=1S/C15H19FO5/c1-2-20-13(17)9-4-3-5-10-21-14-11(15(18)19)7-6-8-12(14)16/h6-8H,2-5,9-10H2,1H3,(H,18,19)	298.31
CC(C)(C#C)OC1=C(C=CC=C1F)C(=O)O	116005299	InChI=1S/C12H11FO3/c1-4-12(2,3)16-10-8(11(14)15)6-5-7-9(10)13/h1,5-7H,2-3H3,(H,14,15)	222.215
CC1=CC(=C(C=C1)C(=O)O)OC(C)(C)C#C	116005324	InChI=1S/C13H14O3/c1-5-13(3,4)16-11-8-9(2)6-7-10(11)12(14)15/h1,6-8H,2-4H3,(H,14,15)	218.252
CC1=CC(=C(C=C1)OC(C)(C)C#C)C(=O)O	116005328	InChI=1S/C13H14O3/c1-5-13(3,4)16-11-7-6-9(2)8-10(11)12(14)15/h1,6-8H,2-4H3,(H,14,15)	218.252
CC(C)(C#C)OC1=CC=CC=C1C(=O)O	116005329	InChI=1S/C12H12O3/c1-4-12(2,3)15-10-8-6-5-7-9(10)11(13)14/h1,5-8H,2-3H3,(H,13,14)	204.225
CC(C)(C#C)OC1=C(C(=CC=C1)F)C(=O)O	116006431	InChI=1S/C12H11FO3/c1-4-12(2,3)16-9-7-5-6-8(13)10(9)11(14)15/h1,5-7H,2-3H3,(H,14,15)	222.215
CC(C)(C#C)OC1=C(C=C(C=C1)F)C(=O)O	116006442	InChI=1S/C12H11FO3/c1-4-12(2,3)16-10-6-5-8(13)7-9(10)11(14)15/h1,5-7H,2-3H3,(H,14,15)	222.215
CC(C)(C#C)OCCOC1=CC=CC=C1C(=O)O	116006451	InChI=1S/C14H16O4/c1-4-14(2,3)18-10-9-17-12-8-6-5-7-11(12)13(15)16/h1,5-8H,9-10H2,2-3H3,(H,15,16)	248.278
CC(C)(C#C)OCCCOC1=CC=CC=C1C(=O)O	116006458	InChI=1S/C15H18O4/c1-4-15(2,3)19-11-7-10-18-13-9-6-5-8-12(13)14(16)17/h1,5-6,8-9H,7,10-11H2,2-3H3,(H,16,17)	262.305
C1=CC=C(C(=C1)C(=O)O)OCCON	116284109	InChI=1S/C9H11NO4/c10-14-6-5-13-8-4-2-1-3-7(8)9(11)12/h1-4H,5-6,10H2,(H,11,12)	197.19
CC(CO)COC1=CC=CC=C1C(=O)O	116491955	InChI=1S/C11H14O4/c1-8(6-12)7-15-10-5-3-2-4-9(10)11(13)14/h2-5,8,12H,6-7H2,1H3,(H,13,14)	210.229
CC1=CC=CC(=C1OCC(C)CO)C(=O)O	116491960	InChI=1S/C12H16O4/c1-8(6-13)7-16-11-9(2)4-3-5-10(11)12(14)15/h3-5,8,13H,6-7H2,1-2H3,(H,14,15)	224.256
CC1=CC(=C(C=C1)C(=O)O)OCC(C)CO	116491964	InChI=1S/C12H16O4/c1-8-3-4-10(12(14)15)11(5-8)16-7-9(2)6-13/h3-5,9,13H,6-7H2,1-2H3,(H,14,15)	224.256
CC1=CC(=C(C=C1)OCC(C)CO)C(=O)O	116491967	InChI=1S/C12H16O4/c1-8-3-4-11(10(5-8)12(14)15)16-7-9(2)6-13/h3-5,9,13H,6-7H2,1-2H3,(H,14,15)	224.256
CC(CO)COC1=C(C=C(C=C1)F)C(=O)O	116491983	InChI=1S/C11H13FO4/c1-7(5-13)6-16-10-3-2-8(12)4-9(10)11(14)15/h2-4,7,13H,5-6H2,1H3,(H,14,15)	228.219
CC(CO)COC1=C(C=C(C=C1)I)C(=O)O	116491985	InChI=1S/C11H13IO4/c1-7(5-13)6-16-10-3-2-8(12)4-9(10)11(14)15/h2-4,7,13H,5-6H2,1H3,(H,14,15)	336.125
CC(CCOC)OC1=CC=CC=C1C(=O)O	116495325	InChI=1S/C12H16O4/c1-9(7-8-15-2)16-11-6-4-3-5-10(11)12(13)14/h3-6,9H,7-8H2,1-2H3,(H,13,14)	224.256
CC1=CC=CC(=C1OC(C)CCOC)C(=O)O	116495328	InChI=1S/C13H18O4/c1-9-5-4-6-11(13(14)15)12(9)17-10(2)7-8-16-3/h4-6,10H,7-8H2,1-3H3,(H,14,15)	238.283
CC1=CC(=C(C=C1)C(=O)O)OC(C)CCOC	116495332	InChI=1S/C13H18O4/c1-9-4-5-11(13(14)15)12(8-9)17-10(2)6-7-16-3/h4-5,8,10H,6-7H2,1-3H3,(H,14,15)	238.283
CC1=CC(=C(C=C1)OC(C)CCOC)C(=O)O	116495335	InChI=1S/C13H18O4/c1-9-4-5-12(11(8-9)13(14)15)17-10(2)6-7-16-3/h4-5,8,10H,6-7H2,1-3H3,(H,14,15)	238.283
CC(CCOC)OC1=C(C=C(C=C1)OC)C(=O)O	116495339	InChI=1S/C13H18O5/c1-9(6-7-16-2)18-12-5-4-10(17-3)8-11(12)13(14)15/h4-5,8-9H,6-7H2,1-3H3,(H,14,15)	254.282
CC(CCOC)OC1=C(C=C(C=C1)F)C(=O)O	116495351	InChI=1S/C12H15FO4/c1-8(5-6-16-2)17-11-4-3-9(13)7-10(11)12(14)15/h3-4,7-8H,5-6H2,1-2H3,(H,14,15)	242.246
CC(CCOC)OC1=C(C=C(C=C1)I)C(=O)O	116495353	InChI=1S/C12H15IO4/c1-8(5-6-16-2)17-11-4-3-9(13)7-10(11)12(14)15/h3-4,7-8H,5-6H2,1-2H3,(H,14,15)	350.152
CC(CCOC)OC1=C(C=CC=C1F)C(=O)O	116496005	InChI=1S/C12H15FO4/c1-8(6-7-16-2)17-11-9(12(14)15)4-3-5-10(11)13/h3-5,8H,6-7H2,1-2H3,(H,14,15)	242.246
COC1=C(C=C(C=C1)F)C(=O)OCCCO	116862991	InChI=1S/C11H13FO4/c1-15-10-4-3-8(12)7-9(10)11(14)16-6-2-5-13/h3-4,7,13H,2,5-6H2,1H3	228.219
CC1(CCCC1)OC2=CC=CC=C2C(=O)O	117045763	InChI=1S/C13H16O3/c1-13(8-4-5-9-13)16-11-7-3-2-6-10(11)12(14)15/h2-3,6-7H,4-5,8-9H2,1H3,(H,14,15)	220.268
CC(C)(C)OC1=C(C=CC(=C1F)F)C(=O)O	117046017	InChI=1S/C11H12F2O3/c1-11(2,3)16-9-6(10(14)15)4-5-7(12)8(9)13/h4-5H,1-3H3,(H,14,15)	230.211
CC(C(C)(C)C)OC1=CC=CC=C1C(=O)OC	117053855	InChI=1S/C14H20O3/c1-10(14(2,3)4)17-12-9-7-6-8-11(12)13(15)16-5/h6-10H,1-5H3	236.311
CC(C)C(C)OC1=CC=CC=C1C(=O)OC	117053857	InChI=1S/C13H18O3/c1-9(2)10(3)16-12-8-6-5-7-11(12)13(14)15-4/h5-10H,1-4H3	222.284
CCC(CC)OC1=CC=CC=C1C(=O)OC	117053858	InChI=1S/C13H18O3/c1-4-10(5-2)16-12-9-7-6-8-11(12)13(14)15-3/h6-10H,4-5H2,1-3H3	222.284
CC1(CCCC1)OC2=CC=CC=C2C(=O)OC	117053859	InChI=1S/C14H18O3/c1-14(9-5-6-10-14)17-12-8-4-3-7-11(12)13(15)16-2/h3-4,7-8H,5-6,9-10H2,1-2H3	234.295
COC(=O)C1=CC=CC=C1OC2CCC(C2)O	117053865	InChI=1S/C13H16O4/c1-16-13(15)11-4-2-3-5-12(11)17-10-7-6-9(14)8-10/h2-5,9-10,14H,6-8H2,1H3	236.267
COC(=O)C1=CC=CC=C1OC2CCC(CC2)O	117053868	InChI=1S/C14H18O4/c1-17-14(16)12-4-2-3-5-13(12)18-11-8-6-10(15)7-9-11/h2-5,10-11,15H,6-9H2,1H3	250.294
CC1(CCCCC1)OC2=CC=CC=C2C(=O)OC	117053876	InChI=1S/C15H20O3/c1-15(10-6-3-7-11-15)18-13-9-5-4-8-12(13)14(16)17-2/h4-5,8-9H,3,6-7,10-11H2,1-2H3	248.322
COC(=O)C1=CC=CC=C1OC2CCCCCC2	117053892	InChI=1S/C15H20O3/c1-17-15(16)13-10-6-7-11-14(13)18-12-8-4-2-3-5-9-12/h6-7,10-12H,2-5,8-9H2,1H3	248.322
CC(C)(C(=O)O)OC1=CC=CC=C1C(=O)OC	117053906	InChI=1S/C12H14O5/c1-12(2,11(14)15)17-9-7-5-4-6-8(9)10(13)16-3/h4-7H,1-3H3,(H,14,15)	238.239
CC(C)(C(=O)OC1=CC=CC=C1C(=O)OC)O	117053907	InChI=1S/C12H14O5/c1-12(2,15)11(14)17-9-7-5-4-6-8(9)10(13)16-3/h4-7,15H,1-3H3	238.239
CC(C(=O)O)OC1=CC=CC=C1C(=O)OC	117053908	InChI=1S/C11H12O5/c1-7(10(12)13)16-9-6-4-3-5-8(9)11(14)15-2/h3-7H,1-2H3,(H,12,13)	224.212
