PUBCHEM_OPENEYE_CAN_SMILES	PUBCHEM_COMPOUND_CID	PUBCHEM_IUPAC_INCHIKEY	PUBCHEM_MOLECULAR_FORMULA	PUBCHEM_MOLECULAR_WEIGHT
CC=NC1=NC=CN1	20577179	CNUUOGVMOQELSV-QHHAFSJGSA-N	C5H7N3	109.132
C1=CN=C(N1)NCCCN=C(N)NC#N	20567842	VPLWLDPFBBRXKR-UHFFFAOYSA-N	C8H13N7	207.241
C1=CN=C(N1)NCCCN	20567592	GNJWAKULHODEQG-UHFFFAOYSA-N	C6H12N4	140.19
C1=CN=C(N1)N=C(N)N.Cl.Cl	20295785	NDNUYJUBUCCJGR-UHFFFAOYSA-N	C4H9Cl2N5	198.051
C1=CN=CN1.C(=[N-])=O	20244156	PSOWRSRHGUAACE-UHFFFAOYSA-N	C4H4N3O-	110.096
C1=CN=C(N1)OC#N	20026276	AZKXPJIGNUDAKC-UHFFFAOYSA-N	C4H3N3O	109.088
CCCN.C1=CN=CN1	19915707	GSYXYAWEMLPANZ-UHFFFAOYSA-N	C6H13N3	127.191
CCCCN.C1=CN=CN1	18625687	FJDDKFRGCZYTEJ-UHFFFAOYSA-N	C7H15N3	141.218
CC(C)(C)NC1=NC=CN1	18543058	LASZYKWLDVDBHI-UHFFFAOYSA-N	C7H13N3	139.202
C1=CN=C(N1)NC2=NC=CN2	17865564	UXELCFPLJUGOPA-UHFFFAOYSA-N	C6H7N5	149.157
C[N+]1=C(NC=C1)N	17829375	NQCJWEXYVVFKBT-UHFFFAOYSA-O	C4H8N3+	98.129
C1=C[N+](=CN1)N	17829358	MXZANEWAFZMPKW-UHFFFAOYSA-O	C3H6N3+	84.102
CC[N+]1=C(NC=C1)C	17821952	NYYVCPHBKQYINK-UHFFFAOYSA-O	C6H11N2+	111.168
C1CN=C(N1)C2=NC=CN2	12006839	MTHLXYHQLKBGKV-UHFFFAOYSA-N	C6H8N4	136.158
CN(C)C=NC1=NC=CN1	11829514	VEMHGBRKKQAHQD-WEVVVXLNSA-N	C6H10N4	138.174
C1=C(NC=N1)N=NN	137213807	CGPRYSXRTLHPMD-UHFFFAOYSA-N	C3H5N5	111.108
CN(C)NN=NC1=NC=CN1	137199555	VLZXBRWFFREWCN-UHFFFAOYSA-N	C5H10N6	154.177
C1=CN=C(N1)C=NO	136315559	UFKWQRUCZNBSDY-UHFFFAOYSA-N	C4H5N3O	111.104
C1=CN=C(N1)P=NP	136005239	HYFGZNPRTMHASZ-UHFFFAOYSA-N	C3H5N3P2	145.042
CCCN=CC1=NC=CN1	135966104	ZZNIDCGJOPRFRE-UHFFFAOYSA-N	C7H11N3	137.186
C1=C[NH+]=CN1.C(=[N-])=NC#N	135391235	YFYLCFNQBLMSTF-UHFFFAOYSA-O	C5H5N5	135.13
CCPCC.C1=CN=CN1	135305557	MZHKFKOPWZQKHI-UHFFFAOYSA-N	C7H15N2P	158.185
C1=C[NH+]=CN1.I[I-]I	134824422	HNSDJRKPQMXCSZ-UHFFFAOYSA-O	C3H5I3N2	449.8
C1=C[NH+]=CN1.[O-][Re](=O)(=O)=O	132452015	KMRJHKDIBXGIEA-UHFFFAOYSA-O	C3H5N2O4Re	319.29
[B-](C#N)(C#N)(C#N)C#N.C1=C[NH+]=CN1	132451913	BYKUINPGKWXBKM-UHFFFAOYSA-O	C7H5BN6	183.969
CC1=NC=CN1.Cl.Cl	132088228	HFHRVIWPNJMATG-UHFFFAOYSA-N	C4H8Cl2N2	155.022
C1CNCN1.C1=CN=CN1	130296920	LIHSOKFARJWASE-UHFFFAOYSA-N	C6H12N4	140.19
[B-](F)(F)(F)F.C1=CN=C(N1)[N+]#N	129875979	RVVGMDXQIGWMKI-UHFFFAOYSA-N	C3H3BF4N4	181.889
C1=C[NH+]=CN1.[Si][S-]	129868608	ZXMWHAFECYIZAE-UHFFFAOYSA-O	C3H5N2SSi	129.232
C1=C[NH+]=CN1.[NH4+].[Cl-].[Cl-]	129867092	HDWUZPNGNTYHOX-UHFFFAOYSA-N	C3H9Cl2N3	158.026
CC1=NC=CN1.O	129856097	DQWILHNYZHODOU-UHFFFAOYSA-N	C4H8N2O	100.121
[B-](F)(F)(F)F.C=C[N+]1=CNC=C1	129853802	ZJDULXFZRWPDSR-UHFFFAOYSA-O	C5H7BF4N2	181.929
CC1=[NH+]C=CN1.[I-]	129849009	GPZWKQMPEVCWFB-UHFFFAOYSA-N	C4H7IN2	210.018
C1=C(NC=N1)N=CN=CN	129846873	HXBOPRSPPHJOEC-UHFFFAOYSA-N	C5H7N5	137.146
C1=C(NC=N1)N=CN	129846872	XJDRIZYZMNOZLD-UHFFFAOYSA-N	C4H6N4	110.12
C1=C(NC=N1)N=CN	129846869	XJDRIZYZMNOZLD-UHFFFAOYSA-N	C4H6N4	110.12
C[N+]1=CNC=C1.[O-]Cl(=O)(=O)=O	129832129	ZBBUFYIXSWZOIF-UHFFFAOYSA-N	C4H7ClN2O4	182.56
C1=C[N+](=CN1)CCN.[Br-]	129826604	UVZNALVVOHBUIA-UHFFFAOYSA-N	C5H10BrN3	192.06
C[Se]C1=NC=CN1	129815437	AWWOSBRFLRKWOU-UHFFFAOYSA-N	C4H6N2Se	161.077
C1=CN=C(N1)NCCCl	129791252	GBRYSYDHGYCFFF-UHFFFAOYSA-N	C5H8ClN3	145.59
C1C=NC(N1)C2=NC=CN2	129788716	VNHCZWYMWDQWCW-UHFFFAOYSA-N	C6H8N4	136.158
CC[N+]1=CNC=C1.C(=[N-])=NC#N	129773868	XJUVAWDDSDDPMG-UHFFFAOYSA-O	C7H9N5	163.184
C[N+]1=CNC=C1.[OH-]	129762721	SQJUUHQSSLGAOR-UHFFFAOYSA-N	C4H8N2O	100.121
C1=CN=CN1.O.O.O.O	129748958	WZXKYLKUQUWDHF-UHFFFAOYSA-N	C3H12N2O4	140.139
C1=CN=[C+]N1.[Al-](Cl)(Cl)(Cl)Cl	129743906	KEZNYSLQIKEZEB-UHFFFAOYSA-J	C3H3AlCl4N2	235.853
C1=C[NH+]=C(N1)N=[N+]=[N-].[O-]Cl(=O)(=O)=O	129735318	CJHNBYJTCYEXQW-UHFFFAOYSA-N	C3H4ClN5O4	209.546
C1=C[NH+]=C(N1)Cl.[Cl-]	129733001	BEVCAEYOBXOKBO-UHFFFAOYSA-N	C3H4Cl2N2	138.979
C1=C[NH+]=CN1.[Cl-].[Cl-]	129732911	IAOGWYABFHUNKI-UHFFFAOYSA-M	C3H5Cl2N2-	139.987
C1=CN=CN1	129731321	RAXXELZNTBOGNW-CBYSEHNBSA-N	C3H4N2	71.097
C1=C[NH+]=CN1.[N-]=[N+]=[N-]	129730938	LQYATWGHTPLHGI-UHFFFAOYSA-O	C3H5N5	111.108
C#CCNC1=NC=CN1	129730552	FSHHSZVVHSDAKR-UHFFFAOYSA-N	C6H7N3	121.143
C=C[N+]1=CNC=C1.[I-]	129721743	KMEWGUSTUXRFCN-UHFFFAOYSA-N	C5H7IN2	222.029
C[N+]1=CNC=C1.C(=[N-])=NC#N	129705253	BTBRORIXZPYPDC-UHFFFAOYSA-O	C6H7N5	149.157
C1=CN=C(N1)SN=C(N)N	129702094	YVSWCBSOGSMZQT-UHFFFAOYSA-N	C4H7N5S	157.195
C1=C[NH+]=CN1.[O-]Cl(=O)(=O)=O	129697529	VOMDEAFEGGHOEP-UHFFFAOYSA-N	C3H5ClN2O4	168.533
C1=CN=C(N1)NCS	123793809	UUIASJRHWIWSAX-UHFFFAOYSA-N	C4H7N3S	129.181
C1=CN=C(N1)NS	123792008	WTHKZZIVHFOEAK-UHFFFAOYSA-N	C3H5N3S	115.154
[B]C1=CN=C(N1)N	123759315	RXMSWQMOLNEKSX-UHFFFAOYSA-N	C3H4BN3	92.896
C1=C[NH+]=C(N1)I.[I-]	123693861	FZAKNANIVVWNOD-UHFFFAOYSA-N	C3H4I2N2	321.888
CC=NC1=CN=CN1	123443579	GGIGXQXCHSVBHG-UHFFFAOYSA-N	C5H7N3	109.132
C1=C[N+](=CN1)[SiH3]	123441921	BOIWNSUZFFJEKL-UHFFFAOYSA-O	C3H7N2Si+	99.188
C1=C(NC=N1)NS(=O)[O-]	91583438	SIOCIEPZCGDUKD-UHFFFAOYSA-M	C3H4N3O2S-	146.144
C1=CN=C(N1)NCCNCCN	91375943	CFCVENLENXJFTQ-UHFFFAOYSA-N	C7H15N5	169.232
C1=CN=CN1	91363230	RAXXELZNTBOGNW-MICDWDOJSA-N	C3H4N2	69.085
CCNC1=CN=C(N1)C	91254783	JQBGAYPSNWFJEP-UHFFFAOYSA-N	C6H11N3	125.175
C1=C(NC(=N1)Cl)N	90950021	HGYQWFQBFJBFGS-UHFFFAOYSA-N	C3H4ClN3	117.536
C1=CN=C(N1)C2N=CC=N2	90042794	BFYGJHPMKQQYSX-UHFFFAOYSA-N	C6H6N4	134.142
C1N=CC=N1.C1=CN=CN1	90042793	OAEYMJXPDHOSFW-UHFFFAOYSA-N	C6H8N4	136.158
C1=CN=C(N1)CNCC(=N)N	89348688	XSSUVTYRAAXGIE-UHFFFAOYSA-N	C6H11N5	153.189
CC=NC(=NC1=CN=CN1)C	89194405	WTYFITLJLDPUGW-VTGXYGLCSA-N	C7H10N4	150.185
C1=CN=C(N1)[Se]	88064755	YWFRELXHOCXFJW-UHFFFAOYSA-N	C3H3N2Se	146.042
C1=CN=C(N1)NC(=S)S	87478162	ANFQCCNVHIXECX-UHFFFAOYSA-N	C4H5N3S2	159.225
CCC(C)NC1=NC=CN1	83694288	QMTIPENNVBEJCF-UHFFFAOYSA-N	C7H13N3	139.202
C1=CN=CN1.N.N.[Cl-].[Pt+2]	71591073	DEVACHXEGKNYFP-UHFFFAOYSA-M	C3H10ClN4Pt+	332.675
C1=CN=C(N1)N=[N+]=[N-].OCl(=O)(=O)=O	71416997	CJHNBYJTCYEXQW-UHFFFAOYSA-N	C3H4ClN5O4	209.546
C1=C[NH+]=CN1.[Al-](Cl)(Cl)(Cl)Cl	70132841	RZWLZNLMRUODPK-UHFFFAOYSA-K	C3H5AlCl4N2	237.869
C1=CN=C(N1)[Sn]	70128205	MZPXYKFHMVEMEU-UHFFFAOYSA-N	C3H3N2Sn	185.781
C1=CN=C(N1)NCCN	70121417	QLPXIDWGEVDAHN-UHFFFAOYSA-N	C5H10N4	126.163
C1=CN=C(N1)NCCN.Cl.Cl	70121416	GRKXZGVDPSJTHW-UHFFFAOYSA-N	C5H12Cl2N4	199.079
C1=CN=C(N1)CI	68381919	GDSODQYYUUGKDZ-UHFFFAOYSA-N	C4H5IN2	208.002
C1=CN=C(N1)C[Si]	67904060	KPOANMBWWFKMIE-UHFFFAOYSA-N	C4H5N2Si	109.183
C1=CN=CN1.C(CCN)CN	67416209	OXZQRXGXOFRHJB-UHFFFAOYSA-N	C7H16N4	156.233
C=C[N+]1=CNC=C1.[Br-]	67119791	ZAYDTJGDTCLDLZ-UHFFFAOYSA-N	C5H7BrN2	175.029
C[Si]C1=NC=CN1	67056276	PQTQXVKFIWGOKK-UHFFFAOYSA-N	C4H6N2Si	110.191
C1=C[N+](=CN1)S(=O)(=O)[O-]	66973766	DJQSZCMOJNOVPS-UHFFFAOYSA-N	C3H4N2O3S	148.136
C1=C[NH+]=CN1.OS(=O)(=O)[O-]	66728911	GEMITLJMEMBDKW-UHFFFAOYSA-N	C3H6N2O4S	166.151
C[N+]1=CNC=C1.[I-]	66713946	VFLYBWGSQGMWHP-UHFFFAOYSA-N	C4H7IN2	210.018
C1=C[NH+]=CN1.[OH-]	66706105	QLWOUBCORTYSPP-UHFFFAOYSA-N	C3H6N2O	86.094
C1=C[NH+]=CN1.[F-]	66651218	LTPGVRJWDQWUGN-UHFFFAOYSA-N	C3H5FN2	88.085
C1=C[NH+]=CN1.[N+](=O)([O-])[O-]	66647165	XSROMLOMDFTVMJ-UHFFFAOYSA-O	C3H5N3O3	131.091
C1=C[NH+]=CN1.[Cl-]	66617091	JDIIGWSSTNUWGK-UHFFFAOYSA-N	C3H5ClN2	104.537
C1=C[NH+]=CN1.[I-]	66591148	JBOIAZWJIACNJF-UHFFFAOYSA-N	C3H5IN2	195.991
C1=C(NC(=N1)N)Br	65811069	VHKWREJUEXNWAE-UHFFFAOYSA-N	C3H4BrN3	161.99
C1=C(NC=N1)N=[N+]=[N-]	54519353	UAMRARJQYMPQPU-UHFFFAOYSA-N	C3H3N5	109.092
C1=C(NC=N1)NO	54463762	XDKSUYPVQXGPOU-UHFFFAOYSA-N	C3H5N3O	99.093
C1=CN=C(N1)C#CCN	54145506	OECFNDPPMNLDFY-UHFFFAOYSA-N	C6H7N3	121.143
C1=CN=C(N1)CC=N	54124951	HYYKPRVWXAJLSJ-UHFFFAOYSA-N	C5H7N3	109.132
C1=CN=C(N1)[Si]	53720633	WTTLBEMOOQCOKR-UHFFFAOYSA-N	C3H3N2Si	95.156
CNCC1=NC=CN1.Cl.Cl	53398820	YUEAUYQZJOGBJG-UHFFFAOYSA-N	C5H11Cl2N3	184.064
CC1=[NH+]C=CN1	51432696	LXBGSDVWAMZHDD-UHFFFAOYSA-O	C4H7N2+	83.114
C[N+]1=CNC=C1.C(#N)[S-]	23105208	OLTRDHAEARULDJ-UHFFFAOYSA-N	C5H7N3S	141.192
C1=C[NH+]=CN1.C(#N)[S-]	23105188	QGJKCEGNUAZATI-UHFFFAOYSA-N	C4H5N3S	127.165
C1=CN=CN1.[Zn+2]	22272276	RWPLCNHEHBRLAK-UHFFFAOYSA-N	C3H4N2Zn+2	133.459
C1=CN=CN1.Cl.Cl	22134005	IAOGWYABFHUNKI-UHFFFAOYSA-N	C3H6Cl2N2	140.995
CC1=NC=C(N1)NC	21803156	DJKVHQPILUKMRA-UHFFFAOYSA-N	C5H9N3	111.148
C1=CN=CN1.OS(=O)(=O)O	21571135	GEMITLJMEMBDKW-UHFFFAOYSA-N	C3H6N2O4S	166.151
C1=CN=CN1.O	20435904	QLWOUBCORTYSPP-UHFFFAOYSA-N	C3H6N2O	86.094
C1=CN=C(N1)[S-]	18185008	OXFSTTJBVAAALW-UHFFFAOYSA-M	C3H3N2S-	99.131
CC[N+]1=CNC=C1.[I-]	15772701	IXBVDUOPRIMGBO-UHFFFAOYSA-N	C5H9IN2	224.045
CC[N+]1=CNC=C1.[Br-]	15772700	SKGNWPJSJGAIPV-UHFFFAOYSA-N	C5H9BrN2	177.045
C=O.C1=CN=CN1	15011109	RBZVCMKUEIDTSC-UHFFFAOYSA-N	C4H6N2O	98.105
C1=C(NC=N1)N.Cl.Cl	12744652	DUMKPSWHQBNFMQ-UHFFFAOYSA-N	C3H7Cl2N3	156.01
C[N+]1=CNC=C1.[Br-].BrBr	11472750	IALVZXLNNIMQLV-UHFFFAOYSA-N	C4H7Br3N2	322.826
C1=CN=CN1.OCl(=O)(=O)=O	11344230	VOMDEAFEGGHOEP-UHFFFAOYSA-N	C3H5ClN2O4	168.533
C[N+]1=CNC=C1.[Br-]	11298140	OOKUTCYPKPJYFV-UHFFFAOYSA-N	C4H7BrN2	163.018
C1=CN=CN1.N(=O)O	314473	WZLLQYLVLZNYGJ-UHFFFAOYSA-N	C3H5N3O2	115.092
C1=C(NC=N1)N.Cl	149748	MEORCLTVBRRJIK-UHFFFAOYSA-N	C3H6ClN3	119.552
C1CN=C(N1)[N+]2=CNC=C2	3729881	CFTMSZGDDGJDCF-UHFFFAOYSA-O	C6H9N4+	137.166
C1=CN=C(N1)C[NH3+]	6983652	CRZDNISJUXVSKX-UHFFFAOYSA-O	C4H8N3+	98.129
C[N+]1=CNC=C1.N.[Cl-].[Cl-].[Pt+2]	9925362	OIJFYAQRHHMRRQ-UHFFFAOYSA-M	C4H10Cl2N3Pt+	366.129
C1=C(NC=N1)N=CNC#N	9989318	NONSGAOFENSAQO-UHFFFAOYSA-N	C5H5N5	135.13
CC(=NC1=CN=CN1)NC#N	10351854	NFPCGNZNHHQNSU-UHFFFAOYSA-N	C6H7N5	149.157
C1=CN=CN1.C(CNCCN)N.[Cl-].[Cl-].[Cu+2]	10470377	ZCZHGGTZGPMZKK-UHFFFAOYSA-L	C7H17Cl2CuN5	305.694
C1=CN=CN1	10796699	RAXXELZNTBOGNW-YZRHJBSPSA-N	C3H4N2	70.071
C1=CN=C(N1)N	10867029	DEPDDPLQZYCHOH-PQVJJBODSA-N	C3H5N3	87.066
C1=CN=C(N1)NC=O	10920481	SMXZQOMVCREYNY-ZITXEEKESA-N	C4H5N3O	115.089
C1=CN=C(N1)NC=O	11029803	SMXZQOMVCREYNY-SLOBMOILSA-N	C4H5N3O	116.068
C1=C[N+](=C(N1)Cl)O.[Cl-]	11094855	RTGYNRTYXDNMOB-UHFFFAOYSA-N	C3H4Cl2N2O	154.978
C1=C[N+](=C(N1)Cl)O	11094856	KNYPBRUYACBOKO-UHFFFAOYSA-O	C3H4ClN2O+	119.528
C[NH2+]C1=NC=CN1.[Cl-]	11126351	LTNQBWDBTRVJSC-DENOOGGCSA-N	C4H8ClN3	140.555
CNC1=NC=CN1	11126352	ZYXHZCQMCOVXJW-TUNRKTDVSA-N	C4H7N3	104.097
[C-]#[O+].[C-]#[O+].[C-]#[O+].C1=CN=CN1.[Br-].[Br-].[Re]	11306551	LWBCHRDGEGGHDH-UHFFFAOYSA-L	C6H4Br2N2O3Re-2	498.124
CNC1=NC=CN1	11804691	ZYXHZCQMCOVXJW-AUKNLSDBSA-N	C4H7N3	103.118
C1=CN=C(N1)N	11829423	DEPDDPLQZYCHOH-MGJDAPIKSA-N	C3H5N3	87.079
C1=CN=CN1	12203050	RAXXELZNTBOGNW-AMVILDFXSA-N	C3H4N2	70.091
C1=C(NC=N1)N=CNC#N	14966291	NONSGAOFENSAQO-UHFFFAOYSA-N	C5H5N5	135.13
CC(=NC1=CN=CN1)NC#N	14966294	NFPCGNZNHHQNSU-UHFFFAOYSA-N	C6H7N5	149.157
C1=CN=CN1.[Cu+2]	15779400	VFFQCUJVGMRYIF-UHFFFAOYSA-N	C3H4CuN2+2	131.625
C1=CN=CN1.[Pd+2]	18000335	SHCAUJVHUJEBFL-UHFFFAOYSA-N	C3H4N2Pd+2	174.499
C1=CN=CN1.[K+]	18415043	RVTSQOJSRPVCML-UHFFFAOYSA-N	C3H4KN2+	107.177
C1=CN=CN1.NP(O)O	18428953	JBWXCHSEGKSSIR-UHFFFAOYSA-N	C3H8N3O2P	149.09
[H+].C1=CN=CN1.[F-]	18504388	LTPGVRJWDQWUGN-UHFFFAOYSA-N	C3H5FN2	88.085
C1=CN=CN1.O=S(=O)(Cl)Cl	18520698	IRVFSMKCFCDVAN-UHFFFAOYSA-N	C3H4Cl2N2O2S	203.037
C1=C[NH+]=CN1.[Br-]	18622956	VWUCIBOKNZGWLX-UHFFFAOYSA-N	C3H5BrN2	148.991
CCl.C1=C[NH+]=CN1	18625110	NMUUVEZOVUBZNY-UHFFFAOYSA-O	C4H8ClN2+	119.572
C1=CN=CN1.[Pb]	18961449	QBTHYFHIFGUMKQ-UHFFFAOYSA-N	C3H4N2Pb	275.279
C1=CN=CN1.[Mg+2]	19373565	ZBQFYDGAUCRSOQ-UHFFFAOYSA-N	C3H4MgN2+2	92.384
C1=CN=CN1.N	19811086	JWIDSTYFYCGRQG-UHFFFAOYSA-N	C3H7N3	85.11
C1=CN=CN1.[Pt+2]	19881941	GPXOHRXBFPTJFS-UHFFFAOYSA-N	C3H4N2Pt+2	263.163
CC1=NC=CN1.Br	19882037	XRTWBRAUXVBGOO-UHFFFAOYSA-N	C4H7BrN2	163.018
[H+].C1=CN=CN1.[I-]	20081375	JBOIAZWJIACNJF-UHFFFAOYSA-N	C3H5IN2	195.991
C1=CN=CN1.I[I-]I	20092321	HNSDJRKPQMXCSZ-UHFFFAOYSA-N	C3H4I3N2-	448.792
C1=CN=CN1.S	20262656	BYVTWEDCWUISJN-UHFFFAOYSA-N	C3H6N2S	102.155
C1=CN=CN1.O.O.Cl.Cl	20343168	HBFKIPBESOSHNZ-UHFFFAOYSA-N	C3H10Cl2N2O2	177.025
CC1=NC=CN1.[Ag+]	20395386	DFMOXPLHAKASNK-UHFFFAOYSA-N	C4H6AgN2+	189.974
CNC.C1=CN=CN1.Br.Br	20437731	SNRKWQBZUBRANG-UHFFFAOYSA-N	C5H13Br2N3	274.988
C1=CN=CN1.C(=N)(N)N	20448354	JKRXKSRPSDULLR-UHFFFAOYSA-N	C4H9N5	127.151
C1=CN=CN1.[O-]S(=O)(=O)[O-].[Ni+2]	20495646	BIWSMAFIESNBKK-UHFFFAOYSA-L	C3H4N2NiO4S	222.828
C1=CN=CN1.[Cu+]	20532411	WDXWEQBYJZSCBJ-UHFFFAOYSA-N	C3H4CuN2+	131.625
C=NC1=NC=CN1	20722791	NNGJGDALDNKDHE-UHFFFAOYSA-N	C4H5N3	95.105
C=C[N+]1=CNC=C1.[Cl-]	21218059	RHBSVLZWJMBUBQ-UHFFFAOYSA-N	C5H7ClN2	130.575
C1=CN=CN1.[N-]=[N+]=[N-]	21253951	LQYATWGHTPLHGI-UHFFFAOYSA-N	C3H4N5-	110.1
C1=CN=CN1.[Cl-].[Ni+2]	21288834	MQJAUEJDIWKVDS-UHFFFAOYSA-M	C3H4ClN2Ni+	162.222
C1=CN=CN1.[O-]S(=O)(=O)[O-]	21685453	GEMITLJMEMBDKW-UHFFFAOYSA-L	C3H4N2O4S-2	164.135
C=C.C1=CN=CN1	21946872	NIKLARYSRFBLLS-UHFFFAOYSA-N	C5H8N2	96.133
C1=CN=CN1.[Fe+3]	21954791	FUKGILHXDVIBOD-UHFFFAOYSA-N	C3H4FeN2+3	123.924
C1=CN=CN1.[Ag+]	21977817	CAGUIFUPPRZYLX-UHFFFAOYSA-N	C3H4AgN2+	175.947
[H+].C1=CN=CN1	21983501	RAXXELZNTBOGNW-UHFFFAOYSA-O	C3H5N2+	69.087
C1=CN=CN1.NOS(=O)(=O)[O-]	22054430	PHSGAEXLZKPTAF-UHFFFAOYSA-M	C3H6N3O4S-	180.158
C1=CN=CN1.[Mg+2].[Br-]	22137752	JPJASRBIIVBCQZ-UHFFFAOYSA-M	C3H4BrMgN2+	172.288
[B].C1=CN=CN1	22218617	ZKHNOHWHSQEUFZ-UHFFFAOYSA-N	C3H4BN2	78.889
C1=CN=CN1.[SH-]	22251219	BYVTWEDCWUISJN-UHFFFAOYSA-M	C3H5N2S-	101.147
C1=CN=CN1.[Br-]	22285241	VWUCIBOKNZGWLX-UHFFFAOYSA-M	C3H4BrN2-	147.983
CC1=NC=CN1.I	22321401	GPZWKQMPEVCWFB-UHFFFAOYSA-N	C4H7IN2	210.018
B(O)(O)O.C1=CN=CN1	22348510	UUOQPSKNKUVOBO-UHFFFAOYSA-N	C3H7BN2O3	129.91
CCCC[Sn](CCCC)(CCCC)C1=NC=CN1	22462200	XETBUNOCLCIHJS-UHFFFAOYSA-N	C15H30N2Sn	357.129
[Li+].C1=CN=CN1	22572452	NDDLSJSEQXBGHA-UHFFFAOYSA-N	C3H4LiN2+	75.019
C1=CN=CN1.[PH4+]	22731819	UMXHKSZXFNVTQV-UHFFFAOYSA-O	C3H8N2P+	103.085
C1=CN=CN1.[I-]	22742947	JBOIAZWJIACNJF-UHFFFAOYSA-M	C3H4IN2-	194.983
COC.C1=CN=CN1	22764399	GJMNTQBYQYGCTR-UHFFFAOYSA-N	C5H10N2O	114.148
C1=C[NH+]=CN1	22869159	RAXXELZNTBOGNW-DYCDLGHISA-O	C3H5N2+	70.093
C1=CN=CN1.[Ru+2]	23025261	FKJBHGDQNXJEMB-UHFFFAOYSA-N	C3H4N2Ru+2	169.149
CC1=NC=CN1.[Na+]	23502798	GMNGAAWQYRBSFT-UHFFFAOYSA-N	C4H6N2Na+	105.096
C1=CN=CN1.[OH-].[Na+].Cl	23698884	GMTGUNOZOONZSW-UHFFFAOYSA-M	C3H6ClN2NaO	144.534
C1=CN=C(N1)[S-].[K+]	23709208	NLEUGROAIJMPAM-UHFFFAOYSA-M	C3H3KN2S	138.229
C[N+]1=CNC=C1.Cl[I-](Cl)(Cl)Cl	24763702	FAMBSKSVZRLIRO-UHFFFAOYSA-O	C4H7Cl4IN2	351.818
C1=CN=CN1.N.N.N.N.[OH-].[Pt+2].[Pt+2]	24987418	ZOJHRBZDJXPYFX-UHFFFAOYSA-M	C3H17N6OPt2+3	543.378
[H+].[H+].C1=CN=C(N1)CN.[Cl-].[Cl-]	44828734	KYUDBQDDNKPSIC-UHFFFAOYSA-N	C4H9Cl2N3	170.037
CI.C1=CN=CN1	45042571	IPJPJEUWECHYDD-UHFFFAOYSA-N	C4H7IN2	210.018
CC.C1=CN=CN1.Br	45042575	YOHCYRLGKWPGJB-UHFFFAOYSA-N	C5H11BrN2	179.061
CC(=NC1=NC=CN1)N(C)C	45088336	IRQDKESGNACMQU-POHAHGRESA-N	C7H12N4	152.201
C1=C(NC(=N1)CN)N	45120588	VJFYKHMGRQXEDU-UHFFFAOYSA-N	C4H8N4	112.136
C1=CN=C(N1)CN.[Cl-]	49955963	BVKSLJGZOIDXTK-UHFFFAOYSA-M	C4H7ClN3-	132.571
B(C1=NC=CN1)(O)O.Cl	52911308	OLLWKWSZBCJCQB-UHFFFAOYSA-N	C3H6BClN2O2	148.353
C1CN(C1)C2=NC=CN2	53953374	JFYVHYPSJPSTIY-UHFFFAOYSA-N	C6H9N3	123.159
C=PC1=CN=CN1	54267786	FJPYDUXOODJXHU-UHFFFAOYSA-N	C4H5N2P	112.072
C1=C(NC=N1)N=C(N)N	55289012	GUPURZRISOXNDX-UHFFFAOYSA-N	C4H7N5	125.135
CCNCC1=NC=CN1.Cl.Cl	56773673	YVCVXAVMFVKOCH-UHFFFAOYSA-N	C6H13Cl2N3	198.091
CCCC[Sn]CCCC.C1=CN=CN1	57350987	AYLGDHOKEVAERP-UHFFFAOYSA-N	C11H22N2Sn	301.021
C1=CN=CN1.[Ag]	57373094	IWDUDCDZGOLTTJ-UHFFFAOYSA-N	C3H4AgN2	175.947
C1=CN=[C]N1	57417597	YYEPNFBAPVOZNQ-UHFFFAOYSA-N	C3H3N2	67.071
C1=[C]N=CN1	57417611	GBXPUPZLGAHCBF-UHFFFAOYSA-N	C3H3N2	67.071
CC1=N[C]=CN1	57428138	OWNDTEWCMBFNEN-UHFFFAOYSA-N	C4H5N2	81.098
C1=CN=[C+]N1.[Cl-]	57448812	QWVBMMAPPOFDJI-UHFFFAOYSA-M	C3H3ClN2	102.521
[CH2]CC1=NC=CN1	57449405	JCHZLSDTNUCUCH-UHFFFAOYSA-N	C5H7N2	95.125
C1=CN=[C+]N1.[I-]	57450009	HUPRXMBTEDSTRT-UHFFFAOYSA-M	C3H3IN2	193.975
C1=CN=CN1.[Sn]	57451196	IDJQNSBNSDCJNC-UHFFFAOYSA-N	C3H4N2Sn	186.789
C1=CN=[C+]N1.[Br-]	57464896	PJOSEMIDNVINIM-UHFFFAOYSA-M	C3H3BrN2	146.975
C1=C[N+]=CN1.[Br-]	57479751	SNIPAQFRBWUOSL-UHFFFAOYSA-M	C3H4BrN2	147.983
C1=C[N+]=CN1	57479752	OIKJTEWQSJYPLC-UHFFFAOYSA-N	C3H4N2+	68.079
C1=C[N+]=CN1.[Cl-]	57479753	WVPUTUONZAVULZ-UHFFFAOYSA-M	C3H4ClN2	103.529
C1=CN=CN1.[Fe]	57481513	LZEZZYPQKOSMQJ-UHFFFAOYSA-N	C3H4FeN2	123.924
C1=CN=C(N1)N.[O-]S(=O)(=O)[O-]	57484736	LEUJVEZIEALICS-UHFFFAOYSA-L	C3H5N3O4S-2	179.15
C1=CN=[C+]N1.Cl	57494078	QWVBMMAPPOFDJI-UHFFFAOYSA-N	C3H4ClN2+	103.529
