PUBCHEM_OPENEYE_CAN_SMILES	PUBCHEM_COMPOUND_CID	PUBCHEM_IUPAC_INCHIKEY	PUBCHEM_MOLECULAR_FORMULA	PUBCHEM_MOLECULAR_WEIGHT
CN(CC(F)(F)F)C1=NC=CN1	130919268	CWYOFLNFTLKHQA-UHFFFAOYSA-N	C6H8F3N3	179.146
CC(C)N(C)C1=NC=CN1	131005633	PTISCYDCBVXFEV-UHFFFAOYSA-N	C7H13N3	139.202
C1=C(NC(=N1)CN)I	131278936	BRFDAGFBZFACNI-UHFFFAOYSA-N	C4H6IN3	223.017
[H+].C1=CN=C(N1)P	131863822	QGVQERKFDGXVOE-UHFFFAOYSA-O	C3H6N2P+	101.069
C1=CN=C(N1)Br.Br	132327577	XLSXETABBHZXPV-UHFFFAOYSA-N	C3H4Br2N2	227.887
C1=C[N+](=CN1)CCC[NH3+]	132496090	KDHWOCLBMVSZPG-UHFFFAOYSA-P	C6H13N3+2	127.191
C1=CN=CN1.Cl.Br	134348256	YPMFCRCAYHACMU-UHFFFAOYSA-N	C3H6BrClN2	185.449
C1=CN=C(N1)NI	135291611	NKWODLSVDVWCAV-UHFFFAOYSA-N	C3H4IN3	208.99
C1=C[NH+]=C(N1)N.OS(=O)(=O)[O-]	135440555	LEUJVEZIEALICS-XHQOJWOGSA-N	C3H7N3O4S	185.138
C1=C[NH+]=C(N1)N.OS(=O)(=O)[O-]	135476110	LEUJVEZIEALICS-UHFFFAOYSA-N	C3H7N3O4S	181.166
C1=C[NH+]=C(N1)N.[Cl-]	135504792	QKUZBZFCWCJPFK-MWFXJFRDSA-N	C3H6ClN3	123.537
C1=CN=C(N1)C(=N)N.Cl.Cl	135742021	GKAAZEUROXJZCD-UHFFFAOYSA-N	C4H8Cl2N4	183.036
CN=CC1=NC=CN1	136165310	QODHBJBGRPZJKU-UHFFFAOYSA-N	C5H7N3	109.132
CCN=C(C1=NC=CN1)N	136296466	FLPKOZZATHKQSE-UHFFFAOYSA-N	C6H10N4	138.174
CCCN=C(C1=NC=CN1)N	136296487	OGNPCJQYCHSEAX-UHFFFAOYSA-N	C7H12N4	152.201
CN(C)C(=N)C1=NC=CN1	136296534	AQJXXWVALFIAGP-UHFFFAOYSA-N	C6H10N4	138.174
C=CN=NC1=CN=CN1	136417273	VDOCVKBYTAIRNO-UHFFFAOYSA-N	C5H6N4	122.131
C1=C[NH+]=C(N1)N.[Cl-]	136458736	QKUZBZFCWCJPFK-UHFFFAOYSA-N	C3H6ClN3	119.552
C1=CN=C(N1)C=NO	136467907	UFKWQRUCZNBSDY-CLTKARDFSA-N	C4H5N3O	111.104
[B](C)N=CC1=NC=CN1	136508544	CJQOJKRFRFVHCP-WTKPLQERSA-N	C5H7BN3	119.942
C1=CN=C(N1)N=NN=N	136643965	KRHCYLULIWPXGY-DNXDRHOZSA-N	C3H4N6	124.107
CN=C(C1=NC=CN1)N.Cl	136665597	QIHWLGOXFRJNMR-UHFFFAOYSA-N	C5H9ClN4	160.605
C1=CN=C(N1)C=NN	136698852	SWMLRGBHPXGGRE-BAQGIRSFSA-N	C4H6N4	110.12
C=CN=NC1=NC=CN1	136762795	XZUWLZZITYNRJT-UHFFFAOYSA-N	C5H6N4	122.131
C1C[N+](=N1)C2=NC=CN2	136863026	HEBNIJKIYJEXQL-UHFFFAOYSA-N	C5H7N4+	123.139
C=NC(=NC1=CN=CN1)N=NN	137072391	SEJNSSZOMACMFT-UHFFFAOYSA-N	C5H7N7	165.16
C1=CN=C([NH2+]1)C2=[NH+]C=CN2	137147644	AZUHIVLOSAPWDM-UHFFFAOYSA-P	C6H8N4+2	136.158
C1=CN=C(N1)C=NN=C(N)N	137212467	JKSXYIDTKVQXHF-KMKOMSMNSA-N	C5H8N6	152.161
C1CN=C(N1)[N+]2=CNC=C2.[Cl-]	137262596	CETIKQGMUZKAIZ-UHFFFAOYSA-N	C6H9ClN4	172.616
CCC[N+]1=C(NC=C1)N	137284733	JPHRPHBEQJYMBB-UHFFFAOYSA-O	C6H12N3+	126.183
C1=C[N+](=CN1)N.[Cl-]	137315345	QAEKVJNQDKJVGB-UHFFFAOYSA-N	C3H6ClN3	119.552
[C-]#[O+].[C-]#[O+].[C-]#[O+].C1=CN=CN1.[OH3+].[Re]	137349941	JZFUGETVJYTFEN-UHFFFAOYSA-O	C6H7N2O4Re+	357.339
CNC1=CN=CN1.Cl	138110260	DVGSSXRPIQXRHH-UHFFFAOYSA-N	C4H8ClN3	133.579
C#CC[N+]1=CNC=C1	138115797	UGOQKSGJGCADAG-UHFFFAOYSA-O	C6H7N2+	107.136
